# V4 2D basket call-on-min — rho=0
# K=100 T=1 r=0.05 sigma1=0.2 sigma2=0.2
# N_x=8 N_y=8 N_t=500 p=1 delta_p=2
x1,x2,S1,S2,u_DPG,delta1,delta2
-2.625,-2.625,7.243975703,7.243975703,0.002635402141,0.004483376431,0.004483376433
-2.625,-1.875,7.243975703,15.33549668,0.01894851249,0.01668776819,0.003646967476
-2.625,-1.125,7.243975703,32.46524674,0.01598695617,0.01143470176,-0.002894858221
-2.625,-0.375,7.243975703,68.72892788,-0.0238131118,-0.01870958115,-0.001809639324
-2.625,0.375,7.243975703,145.4991415,-0.01073229587,-0.01023241571,0.001276863585
-2.625,1.125,7.243975703,308.0216849,0.03456280352,0.0233343484,0.0001862376097
-2.625,1.875,7.243975703,652.081912,0.003116449805,0.01037688603,-0.0002319113292
-2.625,2.625,7.243975703,1380.457419,-0.01848421975,-0.005250103819,2.754792376e-05
-1.875,-2.625,15.33549668,7.243975703,0.01894853178,0.003646978378,0.01668779125
-1.875,-1.875,15.33549668,15.33549668,0.07488020997,0.007108417285,0.007108395477
-1.875,-1.125,15.33549668,32.46524674,0.02222690513,-0.01218154941,-0.01481377
-1.875,-0.375,15.33549668,68.72892788,-0.1581612912,-0.04589251532,-0.00687826575
-1.875,0.375,15.33549668,145.4991415,-0.07565551063,-0.03209509608,0.005547352476
-1.875,1.125,15.33549668,308.0216849,0.1228956479,0.01407513405,0.001256983496
-1.875,1.875,15.33549668,652.081912,0.03955256528,0.01888187515,-0.0007685984198
-1.875,2.625,15.33549668,1380.457419,-0.03702758371,0.002961500539,2.220114013e-05
-1.125,-2.625,32.46524674,7.243975703,0.01598699056,-0.00289486044,0.01143473799
-1.125,-1.875,32.46524674,15.33549668,0.02222689011,-0.0148137803,-0.01218158362
-1.125,-1.125,32.46524674,32.46524674,-0.2973224682,-0.04490595646,-0.0449059403
-1.125,-0.375,32.46524674,68.72892788,-0.7592814661,-0.06348216579,-0.00896045983
-1.125,0.375,32.46524674,145.4991415,-0.4146954542,-0.003679921769,0.02132869841
-1.125,1.125,32.46524674,308.0216849,0.5093134161,0.09333264431,0.006325653935
-1.125,1.875,32.46524674,652.081912,0.3987942167,0.111971947,-0.002121802842
-1.125,2.625,32.46524674,1380.457419,-0.04619901191,0.04546992313,-0.001079304118
-0.375,-2.625,68.72892788,7.243975703,-0.02381300814,-0.001809632187,-0.01870948705
-0.375,-1.875,68.72892788,15.33549668,-0.1581611293,-0.006878247777,-0.04589254544
-0.375,-1.125,68.72892788,32.46524674,-0.7592812391,-0.008960435178,-0.06348214331
-0.375,-0.375,68.72892788,68.72892788,-0.4906754388,0.04250896238,0.04250893479
-0.375,0.375,68.72892788,145.4991415,3.996998696,0.2161655423,0.09238208881
-0.375,1.125,68.72892788,308.0216849,8.179878834,0.4263211939,0.02987811206
-0.375,1.875,68.72892788,652.081912,8.671569375,0.4756543061,-0.007120286031
-0.375,2.625,68.72892788,1380.457419,5.670933296,0.3204665941,-0.008008468133
0.375,-2.625,145.4991415,7.243975703,-0.0107321254,0.001276862431,-0.0102322769
0.375,-1.875,145.4991415,15.33549668,-0.07565519128,0.005547349735,-0.03209511402
0.375,-1.125,145.4991415,32.46524674,-0.4146950695,0.0213286948,-0.003679895015
0.375,-0.375,145.4991415,68.72892788,3.996998999,0.09238208639,0.2161655181
0.375,0.375,145.4991415,145.4991415,33.4361468,0.3148066058,0.3148066066
0.375,1.125,145.4991415,308.0216849,57.24831036,0.6610451771,0.1352443964
0.375,1.875,145.4991415,652.081912,65.7782214,0.9069384706,0.003172882365
0.375,2.625,145.4991415,1380.457419,62.73069262,0.9716577062,-0.0137759309
1.125,-2.625,308.0216849,7.243975703,0.03456298579,0.0001862382796,0.02333449257
1.125,-1.875,308.0216849,15.33549668,0.1228959963,0.001256985576,0.01407512692
1.125,-1.125,308.0216849,32.46524674,0.5093139427,0.006325656789,0.09333266942
1.125,-0.375,308.0216849,68.72892788,8.179879229,0.02987811565,0.4263211764
1.125,0.375,308.0216849,145.4991415,57.24831055,0.1352444001,0.6610451765
1.125,1.125,308.0216849,308.0216849,163.0197719,0.3751406796,0.3751406766
1.125,1.875,308.0216849,652.081912,211.3468684,0.6624399304,0.08042099561
1.125,2.625,308.0216849,1380.457419,224.4815668,0.9097159714,0.01172984811
1.875,-2.625,652.081912,7.243975703,0.003116631187,-0.0002319118053,0.01037701593
1.875,-1.875,652.081912,15.33549668,0.03955292206,-0.0007685995018,0.01888187735
1.875,-1.125,652.081912,32.46524674,0.3987946658,-0.002121804395,0.1119719657
1.875,-0.375,652.081912,68.72892788,8.671569835,-0.007120287601,0.4756542949
1.875,0.375,652.081912,145.4991415,65.77822165,0.003172881293,0.9069384693
1.875,1.125,652.081912,308.0216849,211.3468685,0.08042099505,0.6624399282
1.875,1.875,652.081912,652.081912,424.6165669,0.2982999667,0.2982999669
1.875,2.625,652.081912,1380.457419,541.3138482,0.7384076194,0.1718652205
2.625,-2.625,1380.457419,7.243975703,-0.01848416554,2.754769546e-05,-0.005250060351
2.625,-1.875,1380.457419,15.33549668,-0.03702747298,2.220070191e-05,0.002961498878
2.625,-1.125,1380.457419,32.46524674,-0.04619888885,-0.001079304677,0.04546992907
2.625,-0.375,1380.457419,68.72892788,5.670933415,-0.008008468628,0.3204665901
2.625,0.375,1380.457419,145.4991415,62.73069269,-0.01377593117,0.9716577059
2.625,1.125,1380.457419,308.0216849,224.4815668,0.01172984804,0.9097159707
2.625,1.875,1380.457419,652.081912,541.3138482,0.1718652205,0.7384076195
2.625,2.625,1380.457419,1380.457419,1107.071632,0.6650854653,0.6650854653
