# Sub-A: temporal floor, N=256 rho=0 domain [-3,3]^2
N,Nt,DPG_price,MC_price,MC_se,rel_error_pct
256,500,3.3057063782,3.29717111199438,0.0049514293074866544,0.25886634074193293
256,1000,3.3062791626,3.29717111199438,0.0049514293074866544,0.2762383357201862
256,2000,3.3085477926,3.29717111199438,0.0049514293074866544,0.34504368196828755
256,4000,3.3117845382,3.29717111199438,0.0049514293074866544,0.44321103483102464
