# Chain rule: x=log(S/K), vartheta=sigma_x/diff=du/dx
# Delta=dV/dS=vartheta/S, Gamma=d2V/dS2=(u_xx-u_x)/S2 (FD approx)
S,x,u_DPG,delta_DPG,gamma_DPG,delta_exact,gamma_exact,delta_error,gamma_error
8.840902251,-2.42578125,-4.160892128e-05,-4.439941782e-05,-3.025231568e-05,2.506972331e-32,1.681913449e-31,4.439941782e-05,3.025231568e-05
9.050558206,-2.40234375,-5.220372973e-05,-5.185513863e-05,-3.448132297e-05,9.998230242e-32,6.488093475e-31,5.185513863e-05,3.448132297e-05
9.265186008,-2.37890625,-6.568633069e-05,-5.90292831e-05,-3.068336397e-05,3.933459038e-31,2.46868925e-30,5.90292831e-05,3.068336397e-05
9.484903563,-2.35546875,-7.85609996e-05,-6.518231531e-05,-2.595333474e-05,1.526528291e-30,9.265132333e-30,6.518231531e-05,2.595333474e-05
9.709831569,-2.33203125,-9.319388663e-05,-7.056931817e-05,-2.782425382e-05,5.844059871e-30,3.429830834e-29,7.056931817e-05,2.782425382e-05
9.940093589,-2.30859375,-0.000111552489,-7.784763813e-05,-3.15431853e-05,2.207013042e-29,1.252361323e-28,7.784763813e-05,3.15431853e-05
10.17581612,-2.28515625,-0.0001315906672,-8.526795506e-05,-2.797904379e-05,8.221981279e-29,4.510476934e-28,8.526795506e-05,2.797904379e-05
10.41712864,-2.26171875,-0.0001515474668,-9.119462273e-05,-2.552822425e-05,3.021553804e-28,1.602327028e-27,9.119462273e-05,2.552822425e-05
10.66416373,-2.23828125,-0.0001749233098,-9.773460241e-05,-2.618072944e-05,1.095386532e-27,5.614559954e-27,9.773460241e-05,2.618072944e-05
10.91705708,-2.21484375,-0.0002013223427,-0.000104283114,-2.557950681e-05,3.91731647e-27,1.940511236e-26,0.000104283114,2.557950681e-05
11.17594763,-2.19140625,-0.000228029434,-0.0001108257822,-2.342085457e-05,1.381958904e-26,6.615344613e-26,0.0001108257822,2.342085457e-05
11.44097759,-2.16796875,-0.0002567372816,-0.00011655378,-2.083275706e-05,4.809366224e-26,2.224460287e-25,0.00011655378,2.083275706e-05
11.71229255,-2.14453125,-0.0002911231489,-0.0001219993258,-1.788190851e-05,1.651079161e-25,7.377899133e-25,0.0001219993258,1.788190851e-05
11.99004157,-2.12109375,-0.000326835157,-0.0001263720919,-1.381083375e-05,5.591603642e-25,2.413663056e-24,0.0001263720919,1.381083375e-05
12.27437721,-2.09765625,-0.00036098708,-0.0001297621835,-1.186300119e-05,1.868075582e-24,7.788547014e-24,0.0001297621835,1.186300119e-05
12.56545568,-2.07421875,-0.0003988168604,-0.0001331982301,-1.125195866e-05,6.156633095e-24,2.478974853e-23,0.0001331982301,1.125195866e-05
12.86343687,-2.05078125,-0.0004409506438,-0.0001363902585,-8.112343402e-06,2.001631316e-23,7.782581362e-23,0.0001363902585,8.112343402e-06
13.16848449,-2.02734375,-0.000483420168,-0.0001380902069,-4.868866882e-06,6.419750488e-23,2.409966973e-22,0.0001380902069,4.868866882e-06
13.4807661,-2.00390625,-0.000524332595,-0.0001393959523,-5.402889147e-06,2.031172288e-22,7.360958769e-22,0.0001393959523,5.402889147e-06
13.80045325,-1.98046875,-0.0005690918306,-0.0001415046641,-5.240765016e-06,6.339737505e-22,2.217652795e-21,0.0001415046641,5.240765016e-06
14.12772157,-1.95703125,-0.0006168037683,-0.0001427864939,-2.957308021e-06,1.95205965e-21,6.590048217e-21,0.0001427864939,2.957308021e-06
14.46275083,-1.93359375,-0.0006641330749,-0.000143463282,-1.702761909e-06,5.929439328e-21,1.931610267e-20,0.000143463282,1.702761909e-06
14.80572508,-1.91015625,-0.0007127004988,-0.0001439409724,-3.09411788e-06,1.776783058e-20,5.584525661e-20,0.0001439409724,3.09411788e-06
15.15683274,-1.88671875,-0.0007644689352,-0.0001456108533,-2.799509321e-06,5.252389871e-20,1.592534867e-19,0.0001456108533,2.799509321e-06
15.51626667,-1.86328125,-0.0008173257057,-0.0001459301402,7.922610893e-07,1.531732341e-19,4.479478754e-19,0.0001459301402,7.922610893e-07
15.88422433,-1.83984375,-0.0008696661044,-0.0001450345692,2.048288409e-06,4.406703642e-19,1.242801834e-18,0.0001450345692,2.048288409e-06
16.26090785,-1.81640625,-0.0009245993335,-0.0001444049003,1.855529098e-07,1.250695424e-18,3.401043314e-18,0.0001444049003,1.855529098e-07
16.64652417,-1.79296875,-0.0009811594782,-0.0001448931223,-2.485027989e-06,3.501852215e-18,9.180330431e-18,0.0001448931223,2.485027989e-06
17.04128511,-1.76953125,-0.001038773724,-0.0001463441596,-2.786504082e-06,9.672850001e-18,2.444220242e-17,0.0001463441596,2.786504082e-06
17.44540754,-1.74609375,-0.001097579989,-0.000147119214,-7.992844056e-07,2.635866417e-17,6.418864862e-17,0.000147119214,7.992844056e-07
17.85911346,-1.72265625,-0.0011589817,-0.0001469978371,1.737402291e-06,7.086089572e-17,1.662692744e-16,0.0001469978371,1.737402291e-06
18.28263013,-1.69921875,-0.001219950975,-0.0001456646216,3.051428608e-06,1.879343839e-16,4.248167609e-16,0.0001456646216,3.051428607e-06
18.71619021,-1.67578125,-0.001281466061,-0.0001443825286,2.536631137e-06,4.917273533e-16,1.0705998e-15,0.0001443825286,2.536631136e-06
19.16003187,-1.65234375,-0.001346760177,-0.000143438977,5.698187854e-07,1.269296964e-15,2.661267595e-15,0.000143438977,5.698187827e-07
19.61439893,-1.62890625,-0.001414457151,-0.0001438707124,-1.586729149e-06,3.232400688e-15,6.525079484e-15,0.0001438707124,1.586729156e-06
20.079541,-1.60546875,-0.001481845459,-0.000144897989,-3.671383777e-06,8.121058403e-15,1.578043388e-14,0.000144897989,3.671383793e-06
20.55571359,-1.58203125,-0.001549215138,-0.0001473266397,-3.796226945e-06,2.012927295e-14,3.76433223e-14,0.0001473266398,3.796226983e-06
21.04317829,-1.55859375,-0.001620380347,-0.0001485561748,-1.233562752e-06,4.922369122e-14,8.85712605e-14,0.0001485561749,1.23356284e-06
21.54220288,-1.53515625,-0.001696344886,-0.0001485435362,-2.424528656e-07,1.187554728e-13,2.055576185e-13,0.0001485435363,2.424530712e-07
22.0530615,-1.51171875,-0.001772612702,-0.0001488010239,2.509763211e-07,2.826632211e-13,4.705547943e-13,0.0001488010242,2.509758505e-07
22.57603479,-1.48828125,-0.001850202313,-0.0001482840689,6.483546628e-07,6.637799968e-13,1.062484738e-12,0.0001482840695,6.483536003e-07
23.11141002,-1.46484375,-0.001929453167,-0.0001481148387,1.646394555e-06,1.53787595e-12,2.366306907e-12,0.0001481148402,1.646392189e-06
23.65948132,-1.44140625,-0.002007983624,-0.0001465002884,1.663108534e-06,3.5153128e-12,5.198227892e-12,0.0001465002919,1.663103336e-06
24.22054975,-1.41796875,-0.002091568882,-0.000146270219,-3.457839571e-07,7.927852379e-12,1.126355365e-11,0.0001462702269,3.457952207e-07
24.79492353,-1.39453125,-0.002177178756,-0.0001468929061,-1.491437623e-06,1.764004056e-11,2.407306682e-11,0.0001468929237,1.491461696e-06
25.3829182,-1.37109375,-0.002263475487,-0.000148003819,-1.565900776e-06,3.87257421e-11,5.074850861e-11,0.0001480038577,1.565951525e-06
25.98485676,-1.34765625,-0.002351790606,-0.0001487562235,-2.294129153e-06,8.388029214e-11,1.055239451e-10,0.0001487563073,2.294234677e-06
26.60106988,-1.32421875,-0.002443995917,-0.0001507984163,-2.858743176e-06,1.792603295e-10,2.164285887e-10,0.0001507985955,2.858959604e-06
27.23189607,-1.30078125,-0.00253969995,-0.0001523211886,-1.992537674e-06,3.779869142e-10,4.378386626e-10,0.0001523215666,1.992975513e-06
27.87768188,-1.27734375,-0.002638127002,-0.0001533421138,-1.853984182e-06,7.863974791e-10,8.736741027e-10,0.0001533429002,1.854857856e-06
28.53878205,-1.25390625,-0.002741189925,-0.0001547441345,-2.703511586e-06,1.614302453e-09,1.719573286e-09,0.0001547457488,2.705231159e-06
29.21555976,-1.23046875,-0.002847404682,-0.0001569590821,-2.68417982e-06,3.269716159e-09,3.338318655e-09,0.0001569623519,2.687518139e-06
29.9083868,-1.20703125,-0.002954351978,-0.0001584203999,-7.02566314e-07,6.534655665e-09,6.392500374e-09,0.0001584269346,7.089588144e-07
30.61764375,-1.18359375,-0.003065072333,-0.0001579441391,4.621461028e-07,1.288630151e-08,1.207395653e-08,0.0001579570254,4.500721463e-07
31.34372025,-1.16015625,-0.003182997692,-0.0001577570662,-1.529746816e-07,2.507451239e-08,2.249387753e-08,0.0001577821407,1.754685591e-07
32.08701515,-1.13671875,-0.003302193564,-0.0001581689157,-6.043220876e-07,4.814390714e-08,4.133471216e-08,0.0001582170597,6.456567997e-07
32.84793679,-1.11328125,-0.003419639425,-0.0001586660975,-8.534343727e-08,9.121392008e-08,7.492062334e-08,0.0001587573114,1.602640606e-07
33.62690316,-1.08984375,-0.003541230408,-0.0001583003351,4.42869179e-07,1.705291105e-07,1.339441404e-07,0.0001584708642,3.089250386e-07
34.42434219,-1.06640625,-0.003669924843,-0.0001579679561,2.677622403e-07,3.146013517e-07,2.362011074e-07,0.0001582825574,3.156113294e-08
35.24069194,-1.04296875,-0.003798491902,-0.0001578682234,3.956767448e-07,5.727363145e-07,4.108431142e-07,0.0001584409597,1.516636935e-08
36.07640087,-1.01953125,-0.003927033694,-0.0001573142749,5.163442983e-07,1.028937e-06,7.048650359e-07,0.0001583432119,1.885207377e-07
36.93192806,-0.99609375,-0.004062477547,-0.0001569949633,6.655329063e-07,1.824194226e-06,1.192811444e-06,0.0001588191575,5.27278538e-07
37.80774349,-0.97265625,-0.004201695049,-0.0001561620094,1.523550234e-06,3.191614164e-06,1.991010264e-06,0.0001593536236,4.674600303e-07
38.70432829,-0.94921875,-0.004340179866,-0.0001542946225,3.030090133e-06,5.510817305e-06,3.278016034e-06,0.0001598054398,2.479259018e-07
39.62217499,-0.92578125,-0.00447954091,-0.0001506641184,4.902993053e-06,9.390697151e-06,5.323343871e-06,0.0001600548156,4.203508178e-07
40.56178779,-0.90234375,-0.0046202565,-0.0001451875115,8.002566114e-06,1.579306127e-05,8.526952457e-06,0.0001609805727,5.243863431e-07
41.52368287,-0.87890625,-0.004755517503,-0.0001354471759,1.343825834e-05,2.621395763e-05,1.347221593e-05,0.0001616611335,3.395758137e-08
42.50838863,-0.85546875,-0.004881614391,-0.0001190285865,2.123174863e-05,4.294459168e-05,2.099520411e-05,0.0001619731782,2.365445259e-07
43.51644602,-0.83203125,-0.004990758535,-9.313732966e-05,3.254147458e-05,6.943949535e-05,3.227282925e-05,0.000162576825,2.68645329e-07
44.54840879,-0.80859375,-0.005068500277,-5.264332216e-05,4.967685159e-05,0.0001108256347,4.893164905e-05,0.0001634689568,7.452025392e-07
45.60484386,-0.78515625,-0.005095901312,1.060770032e-05,7.457237152e-05,0.0001745917728,7.317766323e-05,0.0001639840725,1.394708287e-06
46.68633157,-0.76171875,-0.005037880827,0.0001067866494,0.0001100399788,0.0002715016293,0.0001079451403,0.0001647149799,2.094838574e-06
47.79346602,-0.73828125,-0.00484740723,0.0002514436358,0.0001604596659,0.0004167758056,0.0001570592523,0.0001653321698,3.400413557e-06
48.9268554,-0.71484375,-0.004454250459,0.0004663003549,0.0002304994813,0.0006315843416,0.0002254030712,0.0001652839866,5.09641007e-06
50.08712234,-0.69140625,-0.003749413962,0.0007801302288,0.0003261557068,0.0009448821041,0.0003190744327,0.0001647518753,7.081274059e-06
51.27490422,-0.66796875,-0.002578490781,0.001232129876,0.0004551406236,0.001395600932,0.0004455126656,0.0001634710557,9.62795805e-06
52.49085353,-0.64453125,-0.0007267445863,0.001874165941,0.0006260523016,0.002035183707,0.0006135698029,0.0001610177652,1.248249868e-05
53.73563825,-0.62109375,0.002119498717,0.00277267808,0.0008490576177,0.002930405142,0.0008334964851,0.0001577270617,1.556113262e-05
55.00994219,-0.59765625,0.006383908346,0.004013017356,0.001135786179,0.004166372055,0.001116810378,0.0001533546988,1.897580119e-05
56.31446538,-0.57421875,0.01263474548,0.005701674285,0.00149859873,0.0058495339,0.001476015716,0.0001478596155,2.258301351e-05
57.64992444,-0.55078125,0.02165633979,0.007969291397,0.001950563494,0.008110466289,0.001924147655,0.0001411748918,2.641583906e-05
59.017053,-0.52734375,0.03447600204,0.01097324304,0.002504536702,0.01110612228,0.002474125255,0.0001328792456,3.041144685e-05
60.41660208,-0.50390625,0.05241442499,0.01489853709,0.00317218468,0.01502118725,0.003137912594,0.0001226501626,3.427208589e-05
61.84934051,-0.48046875,0.07718214979,0.01995778208,0.003963227426,0.0200681335,0.003925508073,0.0001103514166,3.771935368e-05
63.31605535,-0.45703125,0.1109328902,0.02638972982,0.004884145476,0.02648556231,0.00484380644,9.583248779e-05,4.033903556e-05
64.81755233,-0.43359375,0.1563312073,0.03445496044,0.005937418978,0.03453445461,0.005895403823,7.949416686e-05,4.20151553e-05
66.35465629,-0.41015625,0.2166397714,0.04443117671,0.007120218017,0.0444920357,0.007077440224,6.085898806e-05,4.277779257e-05
67.92821162,-0.38671875,0.2957706955,0.05660353272,0.008422442849,0.05664309856,0.008380592698,3.95658425e-05,4.185015112e-05
69.53908273,-0.36328125,0.3983596702,0.07125182644,0.009827412817,0.07126882233,0.009788341917,1.699589093e-05,3.907090071e-05
71.18815456,-0.33984375,0.52978388,0.08864033776,0.01131134613,0.088633357,0.01127663183,6.980762714e-06,3.471430046e-05
72.87633299,-0.31640625,0.6961777045,0.1090006192,0.01284250313,0.1089687055,0.01281402433,3.191378363e-05,2.847880065e-05
74.60454543,-0.29296875,0.9044494316,0.1325153482,0.0143826681,0.1324586924,0.01436241793,5.66558084e-05,2.025017711e-05
76.37374124,-0.26953125,1.162188074,0.1593026812,0.01588834824,0.1592230374,0.01587835285,7.964382035e-05,9.995385817e-06
78.18489232,-0.24609375,1.477598579,0.1894011464,0.01731324594,0.1893027135,0.017314869,9.84328974e-05,1.623063574e-06
80.03899361,-0.22265625,1.859387491,0.2227600969,0.01860981678,0.2226478409,0.0186238234,0.0001122560626,1.400661192e-05
81.93706364,-0.19921875,2.316581739,0.2592283673,0.01973154837,0.2591093214,0.01975851732,0.0001190458914,2.696895167e-05
83.88014511,-0.17578125,2.85835781,0.2985519636,0.02063685959,0.2984352431,0.02067643842,0.0001167205782,3.957883649e-05
85.86930543,-0.15234375,3.493799802,0.3403774889,0.02129077205,0.3402727902,0.02134189533,0.0001046987141,5.112327543e-05
87.90563732,-0.12890625,4.23169334,0.3842578007,0.02166714082,0.3841759939,0.02172831815,8.180685439e-05,6.117733078e-05
89.99025944,-0.10546875,5.08027765,0.4296667797,0.02175122651,0.4296191939,0.02182001831,4.75857929e-05,6.879179935e-05
92.12431694,-0.08203125,6.047014411,0.4760192567,0.02153941479,0.476015595,0.0216132453,3.661670537e-06,7.383050769e-05
94.30898216,-0.05859375,7.138436725,0.5226895398,0.02104031444,0.5227398491,0.02111644119,5.03093318e-05,7.612674865e-05
96.54545522,-0.03515625,8.359901757,0.5690413963,0.02027481859,0.5691532247,0.02034966878,0.0001118284592,7.485019446e-05
98.83496471,-0.01171875,9.715412885,0.614453015,0.01927455798,0.6146296825,0.0193432674,0.0001766674706,6.870942321e-05
101.1787684,0.01171875,11.20762544,0.658346459,0.018077838,0.658581091,0.01813586185,0.0002346320075,5.802385196e-05
103.5781537,0.03515625,12.8379722,0.7001996172,0.01672683299,0.7004798982,0.01677190661,0.0002802810616,4.507361891e-05
106.0344388,0.05859375,14.60672888,0.739566448,0.01526737112,0.7398778113,0.01529898239,0.000311363242,3.161126499e-05
108.5489731,0.08203125,16.51290485,0.7760909615,0.01374631109,0.7764194036,0.01376507325,0.0003284421167,1.87621551e-05
111.1231378,0.10546875,18.55436698,0.8095172871,0.01220874524,0.8098500221,0.01221603819,0.000332734968,7.292956743e-06
113.7583471,0.12890625,20.72806675,0.8396908813,0.01069577251,0.8400178504,0.01069345657,0.0003269690252,2.315940266e-06
116.4560485,0.15234375,23.03024757,0.8665568871,0.009242995312,0.8668704523,0.009232976085,0.0003135651665,1.001922618e-05
119.2177241,0.17578125,25.4566851,0.8901518779,0.007879052337,0.8904465211,0.00786323372,0.0002946431327,1.581861679e-05
122.044891,0.19921875,28.002887,0.9105916693,0.006624999884,0.910863858,0.006605360592,0.0002721886426,1.963929199e-05
124.9391022,0.22265625,30.66429274,0.9280560068,0.005494878892,0.9283047819,0.005473029017,0.0002487751495,2.184987536e-05
127.9019476,0.24609375,33.43642967,0.9427754861,0.004495761984,0.943000221,0.004472958235,0.0002247349385,2.280374847e-05
130.9350549,0.26953125,36.31513552,0.955012383,0.003628443914,0.9552136702,0.003605768235,0.0002012871975,2.26756793e-05
134.0400902,0.29296875,39.29663042,0.9650473923,0.002888839836,0.9652260376,0.002867059109,0.0001786452291,2.178072653e-05
137.2187594,0.31640625,42.37760651,0.9731649988,0.002269073431,0.9733221756,0.002248595607,0.0001571767235,2.047782407e-05
140.4728085,0.33984375,45.55532693,0.9796437024,0.001758547724,0.9797796353,0.001739490022,0.0001359329146,1.905770147e-05
143.8040251,0.36328125,48.82761868,0.9847455029,0.001344779739,0.9848599216,0.001327297874,0.0001144186705,1.748186497e-05
147.2142393,0.38671875,52.19290647,0.988709442,0.001015212687,0.9888022913,0.0009989660496,9.28493007e-05,1.624663717e-05
150.7053244,0.41015625,55.65018251,0.9917517895,0.0007569446921,0.9918199434,0.0007415986516,6.81539082e-05,1.534604051e-05
154.2791982,0.43359375,59.19892231,0.9940572251,0.0005573159373,0.9940983104,0.0005430289798,4.108527053e-05,1.428695754e-05
157.9378239,0.45703125,62.8391436,0.9957825768,0.0004065827922,0.995795072,0.0003922048462,1.249523764e-05,1.437794594e-05
161.6832115,0.48046875,66.57131866,0.9970675695,0.0002941430496,0.9970414812,0.0002794079617,2.608824325e-05,1.473508787e-05
165.5174183,0.50390625,70.39617992,0.9980120618,0.0002100500964,0.9979445965,0.0001963362408,6.746531827e-05,1.371385559e-05
169.4425508,0.52734375,74.3149519,0.9986974195,0.0001512293642,0.9985900549,0.0001360811713,0.0001073645393,1.514819294e-05
173.4607651,0.55078125,78.32907961,0.9992133291,0.0001106257474,0.9990450808,9.303181178e-05,0.0001682482378,1.759393559e-05
177.5742686,0.57421875,82.44012796,0.9995969968,7.904786347e-05,0.9993614882,6.273368399e-05,0.0002355086572,1.631417948e-05
181.785321,0.59765625,86.65009066,0.9998713674,5.779122916e-05,0.9995785081,4.172592545e-05,0.0002928592929,1.60653037e-05
186.0962357,0.62109375,90.96097796,1.000089492,4.661983484e-05,0.9997253316,2.737455302e-05,0.0003641602072,1.924528181e-05
190.5093807,0.64453125,95.37495239,1.000278082,3.932146084e-05,0.9998233107,1.77142989e-05,0.0004547708858,2.160716195e-05
195.0271805,0.66796875,99.89439721,1.00044067,3.25273053e-05,0.9998878041,1.130672353e-05,0.0005528654868,2.122058177e-05
199.6521168,0.69140625,104.5216946,1.00057547,2.603324058e-05,0.9999296775,7.118450191e-06,0.0006457926915,1.891479039e-05
204.3867303,0.71484375,109.2593467,1.000684329,1.929697683e-05,0.9999564942,4.420485812e-06,0.0007278348057,1.487649102e-05
209.2336219,0.73828125,114.1097618,1.000760364,9.90393375e-06,0.9999734342,2.707636902e-06,0.0007869300956,7.196296849e-06
214.1954543,0.76171875,119.0753731,1.000781474,-2.027753222e-06,0.9999839894,1.635862212e-06,0.0007974845758,3.663615435e-06
219.2749531,0.78515625,124.1586955,1.000740003,-1.299822104e-05,0.9999904766,9.748524549e-07,0.0007495263518,1.397307349e-05
224.4749088,0.80859375,129.3622457,1.000647859,-1.954186291e-05,0.9999944093,5.730162415e-07,0.0006534499741,2.011487915e-05
229.7981778,0.83203125,134.6886831,1.00053436,-2.095021397e-05,0.999996761,3.322238805e-07,0.0005375985229,2.128243785e-05
235.2476846,0.85546875,140.1408217,1.000422167,-1.947775826e-05,0.9999981481,1.899899526e-07,0.0004240192832,1.966774822e-05
240.8264226,0.87890625,145.721637,1.000319554,-1.713041506e-05,0.9999989551,1.071682885e-07,0.0003205989902,1.723758335e-05
246.5374567,0.90234375,151.4342099,1.000228769,-1.489879422e-05,0.9999994181,5.96262956e-08,0.0002293507282,1.495842051e-05
252.383924,0.92578125,157.2817621,1.000147361,-1.281735585e-05,0.9999996803,3.272240649e-08,0.0001476809307,1.285007826e-05
258.3690363,0.94921875,163.2675322,1.000077119,-1.066021654e-05,0.9999998266,1.771285285e-08,7.729267468e-05,1.067792939e-05
264.4960814,0.97265625,169.3948582,1.000018243,-8.475164134e-06,0.9999999072,9.457310917e-09,1.83357516e-05,8.484621445e-06
270.7684252,0.99609375,175.6671749,0.9999720325,-6.242935937e-06,0.999999951,4.98061179e-09,2.791856869e-05,6.247916549e-06
277.1895134,1.01953125,182.0879525,0.9999389987,-4.113006573e-06,0.9999999745,2.587221374e-09,6.097577674e-05,4.115593794e-06
283.7628732,1.04296875,188.660841,0.9999185862,-2.374500455e-06,0.9999999869,1.32562401e-09,8.140067931e-05,2.375826079e-06
290.4921158,1.06640625,195.3894832,0.9999074117,-1.274686189e-06,0.9999999933,6.699509469e-10,9.258167613e-05,1.27535614e-06
297.3809379,1.08984375,202.2776299,0.9999012274,-7.087002547e-07,0.9999999967,3.339654365e-10,9.876922634e-05,7.090342202e-07
304.4331236,1.11328125,209.3291019,0.9998975317,-4.29025762e-07,0.9999999984,1.642086051e-10,0.0001024666818,4.291899706e-07
311.652547,1.13671875,216.5477623,0.9998951046,-4.390391519e-08,0.9999999992,7.963906901e-11,0.0001048946438,4.398355426e-08
319.0431742,1.16015625,223.9376128,0.9998968902,4.753872054e-07,0.9999999996,3.809713439e-11,0.00010310938,4.753491083e-07
326.6090651,1.18359375,231.5027423,0.9999022147,9.039572368e-07,0.9999999998,1.797605211e-11,9.778512538e-05,9.039392607e-07
334.3543758,1.20703125,239.247312,0.9999107309,1.082727378e-06,0.9999999999,8.366276231e-12,8.926900838e-05,1.082719012e-06
342.2833614,1.23046875,247.1756088,0.9999191857,9.509576898e-07,1,3.840660809e-12,8.0814279e-05,9.509538491e-07
350.4003774,1.25390625,255.291989,0.99992599,8.263976846e-07,1,1.739064064e-12,7.401000743e-05,8.263959455e-07
358.7098828,1.27734375,263.6009001,0.9999327605,9.068201508e-07,1,7.767139065e-13,6.723947112e-05,9.068193741e-07
367.2164426,1.30078125,272.1069348,0.9999412391,1.097528785e-06,1,3.421704129e-13,5.876087506e-05,1.097528443e-06
375.9247296,1.32421875,280.8147353,0.9999516543,1.162245453e-06,1,1.486824469e-13,4.834568785e-05,1.162245304e-06
384.8395276,1.34765625,289.729128,0.9999617215,9.826981101e-07,1,6.372543641e-14,3.827852753e-05,9.826980464e-07
393.965734,1.37109375,298.8550001,0.9999693832,7.028387176e-07,1,2.694026168e-14,3.061682815e-05,7.028386906e-07
403.3083622,1.39453125,308.197365,0.9999747021,5.498180003e-07,1,1.123379966e-14,2.52979161e-05,5.49817989e-07
412.8725443,1.41796875,317.7613386,0.9999797785,5.313141964e-07,1,4.620483374e-15,2.022152374e-05,5.313141918e-07
422.6635346,1.44140625,327.552146,0.9999849858,5.348860782e-07,1,1.87449386e-15,1.501423832e-05,5.348860763e-07
432.6867114,1.46484375,337.5751857,0.9999903768,4.516202812e-07,1,7.500954055e-16,9.623201645e-06,4.516202805e-07
442.9475811,1.48828125,347.8359517,0.9999941464,3.33011515e-07,1,2.960634948e-16,5.853551531e-06,3.330115147e-07
453.4517803,1.51171875,358.3400947,0.9999972918,2.782911576e-07,1,1.152627801e-16,2.708194617e-06,2.782911575e-07
464.2050794,1.53515625,369.0933795,1.000000062,2.90760138e-07,1,4.426181231e-17,6.222226412e-08,2.90760138e-07
475.2133856,1.55859375,380.1016939,1.000003619,3.148497459e-07,1,1.676506212e-17,3.619212744e-06,3.148497459e-07
