# Chain rule: x=log(S/K), vartheta=sigma_x/diff=du/dx
# Delta=dV/dS=vartheta/S, Gamma=d2V/dS2=(u_xx-u_x)/S2 (FD approx)
S,x,u_DPG,delta_DPG,gamma_DPG,delta_exact,gamma_exact,delta_error,gamma_error
464.2050794,1.53515625,369.0935126,0.9999983615,2.765353049e-07,1,2.213090616e-16,1.638487787e-06,2.765353046e-07
475.2133856,1.55859375,380.1018047,1.000001564,2.937644664e-07,1,8.382531061e-17,1.563633931e-06,2.937644664e-07
486.4827463,1.58203125,391.3711973,1.000004906,3.005656455e-07,1,3.131749517e-17,4.905899143e-06,3.005656454e-07
498.0193521,1.60546875,402.9078685,1.000008418,2.825707381e-07,1,1.154076877e-17,8.418323986e-06,2.825707381e-07
509.8295407,1.62890625,414.7181617,1.000011503,2.079823312e-07,1,4.194868325e-18,1.150302009e-05,2.079823312e-07
521.9197999,1.65234375,426.8085556,1.000013389,1.275948758e-07,1,1.503965242e-18,1.338919482e-05,1.275948758e-07
534.2967712,1.67578125,439.1856823,1.000014625,7.806536005e-08,1,5.318548682e-19,1.462491333e-05,7.806536005e-08
546.967254,1.69921875,451.8563469,1.000015345,7.481523479e-08,1,1.855172726e-19,1.534453335e-05,7.481523479e-08
559.9382087,1.72265625,464.827497,1.000016543,8.897138049e-08,1,6.382802934e-20,1.654328349e-05,8.897138049e-08
573.2167606,1.74609375,478.1062674,1.00001768,7.23791013e-08,1,2.166079509e-20,1.767998819e-05,7.23791013e-08
586.8102044,1.76953125,491.6999354,1.000018488,3.630481326e-08,1,7.250587949e-21,1.848825439e-05,3.630481326e-08
600.7260073,1.79296875,505.6159828,1.000018679,1.598574853e-08,1,2.393910605e-21,1.867870625e-05,1.598574853e-08
614.9718141,1.81640625,519.8620465,1.000018938,3.999704251e-08,1,7.796119821e-22,1.89384388e-05,3.999704251e-08
629.5554504,1.83984375,534.445952,1.000019832,7.298769104e-08,1,2.504291935e-22,1.983179871e-05,7.298769104e-08
644.4849276,1.86328125,549.3757177,1.000021093,7.427908824e-08,1,7.934640914e-23,2.109253281e-05,7.427908824e-08
659.7684473,1.88671875,564.6595412,1.000022076,5.155223034e-08,1,2.479736147e-23,2.207599257e-05,5.155223034e-08
675.4144051,1.91015625,580.3058378,1.000022687,2.505760625e-08,1,7.64397998e-24,2.268701636e-05,2.505760625e-08
691.4313962,1.93359375,596.3231727,1.000022869,1.507272332e-08,1,2.324178515e-24,2.286939028e-05,1.507272332e-08
707.8282192,1.95703125,612.7203604,1.000023176,1.248703418e-08,1,6.970361402e-25,2.317558081e-05,1.248703418e-08
724.6138817,1.98046875,629.5063987,1.000023284,6.959089754e-09,1,2.061944555e-25,2.328374111e-05,6.959089754e-09
741.7976047,2.00390625,646.6905011,1.000023412,2.452935937e-10,1,6.016370083e-26,2.341197681e-05,2.452935937e-10
759.3888279,2.02734375,664.2821157,1.000023292,6.242730522e-10,1,1.731521848e-26,2.329227118e-05,6.242730522e-10
777.397215,2.05078125,682.2909003,1.000023434,1.002728697e-08,1,4.915382075e-27,2.343420069e-05,1.002728697e-08
795.8326587,2.07421875,700.7267641,1.000023658,2.015407805e-08,1,1.376329631e-27,2.365770393e-05,2.015407805e-08
814.7052863,2.09765625,719.5998265,1.000024186,3.114924806e-08,1,3.801224427e-28,2.418611047e-05,3.114924806e-08
834.0254654,2.12109375,738.9204561,1.000024847,3.398450892e-08,1,1.035524636e-28,2.484738114e-05,3.398450892e-08
853.8038094,2.14453125,758.6992723,1.000025515,3.231931022e-08,1,2.782487571e-29,2.551485458e-05,3.231931022e-08
874.0511832,2.16796875,778.947151,1.000026141,2.262947008e-08,1,7.374658314e-30,2.614098473e-05,2.262947008e-08
894.7787097,2.19140625,799.6752,1.000026442,1.22194465e-08,1,1.927908625e-30,2.644209486e-05,1.22194465e-08
915.9977753,2.21484375,820.8948006,1.000026654,9.565600867e-09,1,4.971264402e-31,2.665354887e-05,9.565600867e-09
937.7200366,2.23828125,842.6176274,1.000026853,1.42778897e-08,1,1.26439611e-31,2.685285445e-05,1.42778897e-08
959.9574264,2.26171875,864.8556006,1.000027281,1.706467141e-08,1,3.172015587e-32,2.728119992e-05,1.706467141e-08
982.7221607,2.28515625,887.6209218,1.000027621,1.435675224e-08,1,7.849162989e-33,2.762080091e-05,1.435675224e-08
1006.026745,2.30859375,910.9261289,1.000027943,1.84042408e-08,1,1.915787146e-33,2.794260572e-05,1.84042408e-08
1029.883982,2.33203125,934.7840259,1.000028489,2.957660557e-08,1,4.61218836e-34,2.848877843e-05,2.957660557e-08
1054.306977,2.35546875,959.2076894,1.000029371,3.844511971e-08,1,1.095223336e-34,2.937057108e-05,3.844511971e-08
1079.309146,2.37890625,984.210585,1.000030389,3.985408721e-08,1,2.565276691e-35,3.038893478e-05,3.985408721e-08
1104.904225,2.40234375,1009.806428,1.000031387,3.844266816e-08,1,5.926545379e-36,3.138707823e-05,3.844266816e-08
1131.106274,2.42578125,1036.009275,1.00003238,3.858445194e-08,1,1.350532022e-36,3.238015456e-05,3.858445194e-08
1157.929686,2.44921875,1062.833556,1.000033433,4.131252551e-08,1,3.035596413e-37,3.343303657e-05,4.131252551e-08
1185.389197,2.47265625,1090.293967,1.000034623,4.017275281e-08,1,6.730061748e-38,3.462271922e-05,4.017275281e-08
1213.499892,2.49609375,1118.40561,1.000035665,3.50913658e-08,1,1.471736089e-38,3.566544472e-05,3.50913658e-08
1242.277212,2.51953125,1147.18395,1.000036619,3.276103135e-08,1,3.174510027e-39,3.661899738e-05,3.276103135e-08
1271.736968,2.54296875,1176.644761,1.000037573,3.336070792e-08,1,6.753973305e-40,3.757335138e-05,3.336070792e-08
1301.895341,2.56640625,1206.80426,1.000038608,3.280290222e-08,1,1.417352419e-40,3.860790034e-05,3.280290222e-08
1332.768899,2.58984375,1237.678989,1.000039575,2.882117541e-08,1,2.933811668e-41,3.957537586e-05,2.882117541e-08
1364.374603,2.61328125,1269.285918,1.000040409,2.413669217e-08,1,5.989940201e-42,4.040862611e-05,2.413669217e-08
1396.729814,2.63671875,1301.642425,1.000041119,2.042415156e-08,1,1.206281354e-42,4.111918077e-05,2.042415156e-08
1429.852307,2.66015625,1334.766247,1.000041746,1.330840272e-08,1,2.39613132e-43,4.174595267e-05,1.330840272e-08
1463.760277,2.68359375,1368.675612,1.000042011,-2.317931723e-10,1,4.694706967e-44,4.201124917e-05,2.317931723e-10
1498.472352,2.70703125,1403.389093,1.00004173,-1.853092082e-08,1,9.072818785e-45,4.173004701e-05,1.853092082e-08
1534.0076,2.73046875,1438.925781,1.00004071,-3.848731177e-08,1,1.729465314e-45,4.07095016e-05,3.848731177e-08
1570.385541,2.75390625,1475.305134,1.000038962,-5.939291414e-08,1,3.251751498e-46,3.896230166e-05,5.939291414e-08
1607.626161,2.77734375,1512.547124,1.000036337,-8.331998537e-08,1,6.030574882e-47,3.633708068e-05,8.331998537e-08
1645.749917,2.80078125,1550.672157,1.000032683,-1.097832102e-07,1,1.103153514e-47,3.268294298e-05,1.097832102e-07
1684.777752,2.82421875,1589.701128,1.000027867,-1.367012215e-07,1,1.990439878e-48,2.786713142e-05,1.367012215e-07
1724.731105,2.84765625,1629.655444,1.000021886,-1.634264651e-07,1,3.542403664e-49,2.188611816e-05,1.634264651e-07
1765.631924,2.87109375,1670.55697,1.000014653,-1.935723872e-07,1,6.218460865e-50,1.465341982e-05,1.935723872e-07
1807.502679,2.89453125,1712.428121,1.000005864,-2.290251766e-07,1,1.076722121e-50,5.863827006e-06,2.290251766e-07
1850.366369,2.91796875,1755.29179,0.9999952471,-2.679101866e-07,1,1.838909e-51,4.752901463e-06,2.679101866e-07
1894.246543,2.94140625,1799.171432,0.9999826243,-3.047960339e-07,1,3.097795284e-52,1.737573797e-05,3.047960339e-07
1939.167306,2.96484375,1844.090696,0.9999681809,-2.792206224e-07,1,5.147318749e-53,3.181907462e-05,2.792206224e-07
1985.153333,2.98828125,1890.06884,0.9999572412,-2.378921243e-07,1,8.436169257e-54,4.275878837e-05,2.378921243e-07
