# Asian Greeks: Rogers-Shi reduction z=(K-A/T)/S, z0=K/S0=1.0
# delta_reduced_dz = -dU/dz  (reduced-coordinate sensitivity)
# delta_Asian_financial = U(z0) - z0*U_z(z0)  (financial Delta, Sec. 3.2)
sigma,z,u,delta_reduced_dz,delta_Asian_financial,note
0.2,-0.8000000000,1.6637417530,0.7300904877,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.7900000000,1.6563897700,0.7401697727,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.7800000000,1.6489383570,0.7499714500,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.7700000000,1.6413903410,0.7594860642,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.7600000000,1.6337486360,0.7687050805,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.7500000000,1.6260162390,0.7776209270,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.7400000000,1.6181962170,0.7862270312,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.7300000000,1.6102916980,0.7945178510,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.7200000000,1.6023058600,0.8024888989,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.7100000000,1.5942419200,0.8101367608,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.7000000000,1.5861031250,0.8174591076,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.6900000000,1.5778927380,0.8244546990,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.6800000000,1.5696140310,0.8311233816,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.6700000000,1.5612702710,0.8374660788,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.6600000000,1.5528647100,0.8434847735,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.6500000000,1.5444005750,0.8491824837,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.6400000000,1.5358810600,0.8545632309,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.6300000000,1.5273093110,0.8596320017,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.6200000000,1.5186884200,0.8643947029,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.6100000000,1.5100214170,0.8688581094,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.6000000000,1.5013112580,0.8730298077,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.5900000000,1.4925608200,0.8769181327,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.5800000000,1.4837728950,0.8805321010,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.5700000000,1.4749501780,0.8838813389,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.5600000000,1.4660952680,0.8869760080,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.5500000000,1.4572106580,0.8898267278,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.5400000000,1.4482987340,0.8924444961,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.5300000000,1.4393617680,0.8948406090,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.5200000000,1.4304019210,0.8970265803,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.5100000000,1.4214212370,0.8990140617,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.5000000000,1.4124216400,0.9008147644,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.4900000000,1.4034049410,0.9024403833,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.4800000000,1.3943728330,0.9039025236,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.4700000000,1.3853268910,0.9052126317,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.4600000000,1.3762685800,0.9063819306,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.4500000000,1.3671992520,0.9074213600,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.4400000000,1.3581201530,0.9083415222,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.4300000000,1.3490324220,0.9091526339,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.4200000000,1.3399371000,0.9098644842,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.4100000000,1.3308351320,0.9104863996,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.4000000000,1.3217273720,0.9110272151,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.3900000000,1.3126145880,0.9114952524,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.3800000000,1.3034974670,0.9118983044,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.3700000000,1.2943766220,0.9122436265,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.3600000000,1.2852525940,0.9125379338,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.3500000000,1.2761258630,0.9127874042,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.3400000000,1.2669968460,0.9129976869,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.3300000000,1.2578659090,0.9131739155,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.3200000000,1.2487333680,0.9133207259,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.3100000000,1.2395994950,0.9134422773,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.3000000000,1.2304645230,0.9135422768,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.2900000000,1.2213286490,0.9136240066,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.2800000000,1.2121920420,0.9136903520,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.2700000000,1.2030548420,0.9137438320,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.2600000000,1.1939171660,0.9137866292,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.2500000000,1.1847791100,0.9138206220,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.2400000000,1.1756407530,0.9138474114,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.2300000000,1.1665021610,0.9138683572,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.2200000000,1.1573633860,0.9138845963,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.2100000000,1.1482244700,0.9138970766,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.2000000000,1.1390854450,0.9139065971,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.1900000000,1.1299463380,0.9139137570,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.1800000000,1.1208071700,0.9139191483,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.1700000000,1.1116679550,0.9139231196,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.1600000000,1.1025287070,0.9139259740,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.1500000000,1.0933894350,0.9139282328,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.1400000000,1.0842501420,0.9139295558,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.1300000000,1.0751108440,0.9139306988,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.1200000000,1.0659715280,0.9139317310,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.1100000000,1.0568322090,0.9139315610,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.1000000000,1.0476928970,0.9139326461,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.0900000000,1.0385535560,0.9139328873,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.0800000000,1.0294142400,0.9139317645,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.0700000000,1.0202749210,0.9139338931,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.0600000000,1.0111355620,0.9139329527,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.0500000000,1.0019962620,0.9139314014,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.0400000000,0.9928569336,0.9139349925,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.0300000000,0.9837175623,0.9139326462,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.0200000000,0.9745782807,0.9139309153,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,-0.0100000000,0.9654389440,0.9139357619,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.0000000000,0.9562995655,0.9139326548,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.0100000000,0.9471602909,0.9139303957,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.0200000000,0.9380209576,0.9139358039,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.0300000000,0.9288815748,0.9139333482,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.0400000000,0.9197422906,0.9139301311,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.0500000000,0.9106029722,0.9139348722,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.0600000000,0.9014635931,0.9139343541,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.0700000000,0.8923242851,0.9139306487,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.0800000000,0.8831849802,0.9139333436,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.0900000000,0.8740456182,0.9139347492,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.1000000000,0.8649062852,0.9139319684,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.1100000000,0.8557669788,0.9139322545,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.1200000000,0.8466276401,0.9139341039,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.1300000000,0.8374882968,0.9139331877,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.1400000000,0.8283489763,0.9139322792,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.1500000000,0.8192096512,0.9139331503,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.1600000000,0.8100703133,0.9139334810,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.1700000000,0.8009309816,0.9139328747,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.1800000000,0.7917916558,0.9139328004,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.1900000000,0.7826523256,0.9139331610,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.2000000000,0.7735129926,0.9139331554,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.2100000000,0.7643736625,0.9139329588,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.2200000000,0.7552343334,0.9139329749,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.2300000000,0.7460950030,0.9139330770,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.2400000000,0.7369556719,0.9139330681,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.2500000000,0.7278163416,0.9139330168,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.2600000000,0.7186770116,0.9139330185,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.2700000000,0.7095376812,0.9139330434,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.2800000000,0.7003983507,0.9139330452,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.2900000000,0.6912590203,0.9139330339,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.3000000000,0.6821196900,0.9139330312,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.3100000000,0.6729803597,0.9139330359,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.3200000000,0.6638410293,0.9139330380,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.3300000000,0.6547016989,0.9139330365,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.3400000000,0.6455623686,0.9139330351,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.3500000000,0.6364230382,0.9139330355,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.3600000000,0.6272837079,0.9139330361,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.3700000000,0.6181443775,0.9139330362,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.3800000000,0.6090050471,0.9139330359,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.3900000000,0.5998657168,0.9139330358,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.4000000000,0.5907263864,0.9139330359,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.4100000000,0.5815870561,0.9139330360,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.4200000000,0.5724477257,0.9139330360,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.4300000000,0.5633083953,0.9139330359,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.4400000000,0.5541690650,0.9139330359,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.4500000000,0.5450297346,0.9139330359,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.4600000000,0.5358904043,0.9139330359,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.4700000000,0.5267510739,0.9139330359,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.4800000000,0.5176117436,0.9139330359,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.4900000000,0.5084724132,0.9139330359,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.5000000000,0.4993330828,0.9139330359,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.5100000000,0.4901937525,0.9139330359,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.5200000000,0.4810544221,0.9139330359,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.5300000000,0.4719150918,0.9139330358,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.5400000000,0.4627757614,0.9139330354,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.5500000000,0.4536364310,0.9139330341,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.5600000000,0.4444971007,0.9139330301,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.5700000000,0.4353577704,0.9139330189,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.5800000000,0.4262184403,0.9139329890,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.5900000000,0.4170791107,0.9139329143,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.6000000000,0.4079397821,0.9139327377,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.6100000000,0.3988004559,0.9139323412,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.6200000000,0.3896611352,0.9139314923,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.6300000000,0.3805218261,0.9139297546,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.6400000000,0.3713825401,0.9139263424,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.6500000000,0.3622432992,0.9139198991,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.6600000000,0.3531041422,0.9139081695,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.6700000000,0.3439651358,0.9138875392,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.6800000000,0.3348263914,0.9138524127,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.6900000000,0.3256880876,0.9137944064,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.7000000000,0.3165505032,0.9137013486,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.7100000000,0.3074140606,0.9135560892,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.7200000000,0.2982793815,0.9133351498,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.7300000000,0.2891473576,0.9130072678,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.7400000000,0.2800192361,0.9125319171,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.7500000000,0.2708967193,0.9118579127,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.7600000000,0.2617820778,0.9109222278,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.7700000000,0.2526782747,0.9096491637,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.7800000000,0.2435890946,0.9079500102,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.7900000000,0.2345192745,0.9057233248,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.8000000000,0.2254746281,0.9028559263,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.8100000000,0.2164621560,0.8992246632,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.8200000000,0.2074901348,0.8946989639,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.8300000000,0.1985681767,0.8891441225,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.8400000000,0.1897072524,0.8824252190,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.8500000000,0.1809196723,0.8744115169,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.8600000000,0.1722190220,0.8649811451,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.8700000000,0.1636200494,0.8540258356,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.8800000000,0.1551385053,0.8414554799,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.8900000000,0.1467909398,0.8272022665,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.9000000000,0.1385944600,0.8112241840,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.9100000000,0.1305664561,0.7935077071,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.9200000000,0.1227243058,0.7740695289,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.9300000000,0.1150850656,0.7529572556,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.9400000000,0.1076651607,0.7302490372,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.9500000000,0.1004800848,0.7060521629,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.9600000000,0.0935441175,0.6805007010,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.9700000000,0.0868700708,0.6537523084,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.9800000000,0.0804690713,0.6259843657,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,0.9900000000,0.0743503835,0.5973896200,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.0000000000,0.0685212789,0.5681715246,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.0100000000,0.0629869530,0.5385394680,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.0200000000,0.0577504895,0.5087040722,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.0300000000,0.0528128715,0.4788727238,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.0400000000,0.0481730351,0.4492454749,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.0500000000,0.0438279621,0.4200114245,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
