x1,x2,S1,S2,delta1,delta2
-1.453125,-0.703125,23.38384001,49.50358969,2.186246938e-06,-5.99310904e-07
-1.453125,-0.609375,23.38384001,54.36905695,6.486096101e-07,-1.589864434e-06
-1.453125,-0.515625,23.38384001,59.71272734,-3.074815305e-06,-3.303502163e-06
-1.453125,-0.421875,23.38384001,65.58160113,-6.25270154e-06,-3.027413577e-07
-1.453125,-0.328125,23.38384001,72.027298,-3.590049047e-06,4.214615607e-06
-1.453125,-0.234375,23.38384001,79.10651109,3.349095145e-06,2.979677489e-06
-1.453125,-0.140625,23.38384001,86.88150563,6.84222314e-06,-1.525567916e-06
-1.453125,-0.046875,23.38384001,95.4206666,3.235695593e-06,-2.82363881e-06
-1.453125,0.046875,23.38384001,104.7991002,-1.247069694e-06,4.462304989e-07
-1.453125,0.140625,23.38384001,115.0992945,-7.547205673e-07,1.028999324e-06
-1.453125,0.234375,23.38384001,126.4118448,-6.857455978e-07,-1.486395847e-06
-1.453125,0.328125,23.38384001,138.8362507,-2.756957733e-06,1.12330047e-07
-1.453125,0.421875,23.38384001,152.4817911,-1.398022525e-06,1.01481238e-06
-1.453125,0.515625,23.38384001,167.4684853,6.725006732e-07,-2.769239653e-07
-1.453125,0.609375,23.38384001,183.9281489,9.141438813e-07,6.049210092e-08
-1.453125,0.703125,23.38384001,202.0055528,1.199546677e-06,2.47382242e-08
-1.453125,0.796875,23.38384001,221.8596969,1.035213518e-06,-1.311787964e-07
-1.453125,0.890625,23.38384001,243.6652083,5.225260083e-07,-3.588020759e-08
-1.453125,0.984375,23.38384001,267.6138775,1.666752446e-07,-2.867279078e-08
-1.453125,1.078125,23.38384001,293.916345,-2.433312726e-08,2.876687656e-09
-1.453125,1.171875,23.38384001,322.8039542,-3.244414242e-08,1.28641304e-08
-1.453125,1.265625,23.38384001,354.5307861,5.3467141e-08,1.162114093e-08
-1.453125,1.359375,23.38384001,389.3758942,1.405508987e-07,6.731942923e-09
-1.453125,1.453125,23.38384001,427.6457586,1.948818063e-07,3.007294753e-09
-1.453125,1.546875,23.38384001,469.676982,2.166791574e-07,1.677165504e-09
-1.453125,1.640625,23.38384001,515.83925,2.062423662e-07,5.560557595e-10
-1.453125,1.734375,23.38384001,566.5385831,1.840241108e-07,1.136670358e-09
-1.453125,1.828125,23.38384001,622.2209072,1.537275712e-07,1.724583434e-09
-1.453125,1.921875,23.38384001,683.3759764,1.446134749e-07,3.056402632e-09
-1.453125,2.015625,23.38384001,750.5416801,1.181629917e-07,1.141208185e-09
-1.453125,2.109375,23.38384001,824.3087744,6.936608416e-08,8.174932878e-10
-1.453125,2.203125,23.38384001,905.326078,-2.185261607e-08,4.448613437e-10
-1.453125,2.296875,23.38384001,994.3061786,-1.415781072e-07,-4.928685751e-09
-1.453125,2.390625,23.38384001,1092.031701,-2.877352475e-07,-1.079362363e-08
-1.453125,2.484375,23.38384001,1199.36219,-1.745263931e-07,2.476264672e-08
-1.453125,2.578125,23.38384001,1317.241671,-5.231512961e-08,-1.859729368e-08
-1.453125,2.671875,23.38384001,1446.706953,4.893865627e-07,4.134608786e-08
-1.453125,2.765625,23.38384001,1588.896749,5.389798641e-07,-3.19744038e-08
-1.453125,2.859375,23.38384001,1745.061689,-4.225219629e-08,-7.353909691e-10
-1.453125,2.953125,23.38384001,1916.575322,7.24053011e-08,1.908701526e-09
-1.359375,-2.953125,25.68212401,5.217639967,2.590601343e-08,1.776807496e-07
-1.359375,-2.859375,25.68212401,5.730456443,7.930300777e-08,1.162667688e-07
-1.359375,-2.765625,25.68212401,6.293675158,1.199822495e-07,1.790234551e-07
-1.359375,-2.671875,25.68212401,6.912249904,1.391496759e-07,2.030688524e-07
-1.359375,-2.578125,25.68212401,7.591621356,1.433873013e-07,1.956414028e-07
-1.359375,-2.484375,25.68212401,8.337764926,1.384692903e-07,1.693437478e-07
-1.359375,-2.390625,25.68212401,9.157243322,1.237804869e-07,1.545038452e-07
-1.359375,-2.296875,25.68212401,10.05726427,1.032940307e-07,1.482998984e-07
-1.359375,-2.203125,25.68212401,11.0457439,8.041251085e-08,1.138676501e-07
-1.359375,-2.109375,25.68212401,12.13137638,5.628518203e-08,4.981964844e-08
-1.359375,-2.015625,25.68212401,13.32371041,3.533700762e-08,-2.136468481e-08
-1.359375,-1.921875,25.68212401,14.63323316,1.634902471e-08,-9.043658614e-08
-1.359375,-1.828125,25.68212401,16.07146254,-5.740454278e-10,-1.485480599e-07
-1.359375,-1.734375,25.68212401,17.65104849,-1.47716139e-08,-1.844460016e-07
-1.359375,-1.640625,25.68212401,19.38588426,-3.491367016e-08,-2.042682116e-07
-1.359375,-1.546875,25.68212401,21.29122862,-7.402052775e-08,-2.229771399e-07
-1.359375,-1.453125,25.68212401,23.38384001,-1.445180983e-07,-2.73126692e-07
-1.359375,-1.359375,25.68212401,25.68212401,-2.598289194e-07,-3.510847172e-07
-1.359375,-1.265625,25.68212401,28.20629517,-4.117261744e-07,-4.173622285e-07
-1.359375,-1.171875,25.68212401,30.97855485,-5.305527146e-07,-3.496436086e-07
-1.359375,-1.078125,25.68212401,34.02328646,-4.203010423e-07,1.016677527e-07
-1.359375,-0.984375,25.68212401,37.36726994,2.330038922e-07,1.090315062e-06
-1.359375,-0.890625,25.68212401,41.03991731,1.609186565e-06,1.951069777e-06
-1.359375,-0.796875,25.68212401,45.07353134,3.386386612e-06,2.439300139e-06
-1.359375,-0.703125,25.68212401,49.50358969,3.699076953e-06,-1.095826483e-06
-1.359375,-0.609375,25.68212401,54.36905695,9.442314614e-07,-3.086355866e-06
-1.359375,-0.515625,25.68212401,59.71272734,-5.464715571e-06,-6.182902274e-06
-1.359375,-0.421875,25.68212401,65.58160113,-1.110726633e-05,-9.922775355e-07
-1.359375,-0.328125,25.68212401,72.027298,-7.491569047e-06,7.032965356e-06
-1.359375,-0.234375,25.68212401,79.10651109,4.044452049e-06,6.182235298e-06
-1.359375,-0.140625,25.68212401,86.88150563,1.201557531e-05,-1.200371141e-06
-1.359375,-0.046875,25.68212401,95.4206666,8.225560632e-06,-5.032198134e-06
-1.359375,0.046875,25.68212401,104.7991002,-1.444934916e-08,-5.005958854e-07
-1.359375,0.140625,25.68212401,115.0992945,-1.44714162e-06,1.683332584e-06
-1.359375,0.234375,25.68212401,126.4118448,-1.741278075e-06,-2.184003171e-06
-1.359375,0.328125,25.68212401,138.8362507,-5.105643933e-06,-1.869154959e-07
-1.359375,0.421875,25.68212401,152.4817911,-3.676188112e-06,1.74782137e-06
-1.359375,0.515625,25.68212401,167.4684853,-5.426849122e-08,-1.319203117e-07
-1.359375,0.609375,25.68212401,183.9281489,1.219095046e-06,1.508261396e-07
-1.359375,0.703125,25.68212401,202.0055528,2.106522832e-06,8.519770696e-08
-1.359375,0.796875,25.68212401,221.8596969,2.102775846e-06,-2.06815736e-07
-1.359375,0.890625,25.68212401,243.6652083,1.29917044e-06,-9.807201e-08
-1.359375,0.984375,25.68212401,267.6138775,5.562754663e-07,-7.49507868e-08
-1.359375,1.078125,25.68212401,293.916345,3.576314675e-08,-1.491152291e-08
-1.359375,1.171875,25.68212401,322.8039542,-1.472269417e-07,1.406087042e-08
-1.359375,1.265625,25.68212401,354.5307861,-1.085051642e-07,1.905354641e-08
-1.359375,1.359375,25.68212401,389.3758942,1.18337451e-08,1.30897582e-08
-1.359375,1.453125,25.68212401,427.6457586,1.291541746e-07,7.20803511e-09
-1.359375,1.546875,25.68212401,469.676982,1.908311681e-07,2.321454476e-09
-1.359375,1.640625,25.68212401,515.83925,2.161055636e-07,8.220345793e-10
-1.359375,1.734375,25.68212401,566.5385831,2.018060251e-07,-6.5226461e-10
-1.359375,1.828125,25.68212401,622.2209072,1.803532232e-07,1.371397612e-09
-1.359375,1.921875,25.68212401,683.3759764,1.486203304e-07,1.918279831e-09
-1.359375,2.015625,25.68212401,750.5416801,1.090323231e-07,6.915636738e-11
-1.359375,2.109375,25.68212401,824.3087744,1.924195373e-08,-2.432915476e-09
-1.359375,2.203125,25.68212401,905.326078,-1.411172783e-07,-3.566867546e-09
-1.359375,2.296875,25.68212401,994.3061786,-3.431418119e-07,-9.456488446e-09
-1.359375,2.390625,25.68212401,1092.031701,-5.51338218e-07,-1.512911398e-08
-1.359375,2.484375,25.68212401,1199.36219,-3.567006134e-07,3.560093036e-08
-1.359375,2.578125,25.68212401,1317.241671,-1.02347395e-07,-2.248277669e-08
-1.359375,2.671875,25.68212401,1446.706953,8.54052324e-07,7.209429132e-08
-1.359375,2.765625,25.68212401,1588.896749,9.427764474e-07,-5.961536918e-08
-1.359375,2.859375,25.68212401,1745.061689,1.216378802e-07,5.96934669e-09
-1.359375,2.953125,25.68212401,1916.575322,2.337411983e-07,-1.835399769e-09
-1.265625,-2.953125,28.20629517,5.217639967,2.523024411e-08,4.402500755e-07
-1.265625,-2.859375,28.20629517,5.730456443,6.81083779e-08,3.217702678e-07
-1.265625,-2.765625,28.20629517,6.293675158,9.719262378e-08,2.987375312e-07
-1.265625,-2.671875,28.20629517,6.912249904,1.163200932e-07,2.528465636e-07
-1.265625,-2.578125,28.20629517,7.591621356,1.197506384e-07,1.809528529e-07
-1.265625,-2.484375,28.20629517,8.337764926,1.091231527e-07,1.310422212e-07
-1.265625,-2.390625,28.20629517,9.157243322,9.118116399e-08,9.252007903e-08
-1.265625,-2.296875,28.20629517,10.05726427,6.830219692e-08,8.922756718e-08
-1.265625,-2.203125,28.20629517,11.0457439,4.442127216e-08,5.377384178e-08
-1.265625,-2.109375,28.20629517,12.13137638,2.147873931e-08,-5.555599408e-10
-1.265625,-2.015625,28.20629517,13.32371041,-1.069183964e-09,-6.412391821e-08
-1.265625,-1.921875,28.20629517,14.63323316,-2.014588455e-08,-1.217988629e-07
-1.265625,-1.828125,28.20629517,16.07146254,-3.230114319e-08,-1.67388617e-07
-1.265625,-1.734375,28.20629517,17.65104849,-4.73749207e-08,-2.102341526e-07
-1.265625,-1.640625,28.20629517,19.38588426,-7.581735297e-08,-2.475802367e-07
-1.265625,-1.546875,28.20629517,21.29122862,-1.260362727e-07,-2.966012627e-07
-1.265625,-1.453125,28.20629517,23.38384001,-2.12774852e-07,-3.876672556e-07
-1.265625,-1.359375,28.20629517,25.68212401,-3.374103225e-07,-4.986371414e-07
-1.265625,-1.265625,28.20629517,28.20629517,-4.602935088e-07,-5.441145141e-07
-1.265625,-1.171875,28.20629517,30.97855485,-4.456145384e-07,-3.199640479e-07
-1.265625,-1.078125,28.20629517,34.02328646,8.76351271e-10,5.271894272e-07
-1.265625,-0.984375,28.20629517,37.36726994,1.288560864e-06,2.127140104e-06
-1.265625,-0.890625,28.20629517,41.03991731,3.563380625e-06,3.429929919e-06
-1.265625,-0.796875,28.20629517,45.07353134,6.126081931e-06,3.726577799e-06
-1.265625,-0.703125,28.20629517,49.50358969,6.132407133e-06,-2.136866007e-06
-1.265625,-0.609375,28.20629517,54.36905695,1.058689006e-06,-6.051698446e-06
-1.265625,-0.515625,28.20629517,59.71272734,-1.00379775e-05,-1.152776876e-05
-1.265625,-0.421875,28.20629517,65.58160113,-1.99756212e-05,-2.557287903e-06
-1.265625,-0.328125,28.20629517,72.027298,-1.52145016e-05,1.16698036e-05
-1.265625,-0.234375,28.20629517,79.10651109,3.988018031e-06,1.251574698e-05
-1.265625,-0.140625,28.20629517,86.88150563,2.086545175e-05,7.741608038e-07
-1.265625,-0.046875,28.20629517,95.4206666,1.879968229e-05,-8.498009494e-06
-1.265625,0.046875,28.20629517,104.7991002,4.711904014e-06,-3.060334845e-06
-1.265625,0.140625,28.20629517,115.0992945,-1.407286948e-06,2.240662645e-06
-1.265625,0.234375,28.20629517,126.4118448,-3.516166636e-06,-3.310022711e-06
-1.265625,0.328125,28.20629517,138.8362507,-9.541274468e-06,-9.616890708e-07
-1.265625,0.421875,28.20629517,152.4817911,-8.725301082e-06,2.873470055e-06
-1.265625,0.515625,28.20629517,167.4684853,-2.786748279e-06,3.468469697e-07
-1.265625,0.609375,28.20629517,183.9281489,7.031310834e-07,4.424147125e-07
-1.265625,0.703125,28.20629517,202.0055528,3.196221942e-06,2.75818284e-07
-1.265625,0.796875,28.20629517,221.8596969,3.956563877e-06,-2.905811557e-07
-1.265625,0.890625,28.20629517,243.6652083,3.008815139e-06,-2.130274496e-07
-1.265625,0.984375,28.20629517,267.6138775,1.703976368e-06,-1.801268992e-07
-1.265625,1.078125,28.20629517,293.916345,5.842563379e-07,-7.136173564e-08
-1.265625,1.171875,28.20629517,322.8039542,-1.889770036e-08,-1.827433867e-09
-1.265625,1.265625,28.20629517,354.5307861,-1.792143808e-07,2.330415779e-08
-1.265625,1.359375,28.20629517,389.3758942,-7.780483698e-08,2.414570567e-08
-1.265625,1.453125,28.20629517,427.6457586,9.278414321e-08,1.502191685e-08
-1.265625,1.546875,28.20629517,469.676982,2.431174393e-07,7.36180155e-09
-1.265625,1.640625,28.20629517,515.83925,3.206693518e-07,1.518114595e-09
-1.265625,1.734375,28.20629517,566.5385831,3.388198862e-07,-1.180804595e-09
-1.265625,1.828125,28.20629517,622.2209072,3.15374594e-07,-2.318326548e-10
-1.265625,1.921875,28.20629517,683.3759764,2.499554448e-07,-5.754389277e-10
-1.265625,2.015625,28.20629517,750.5416801,1.416990788e-07,-3.161246806e-09
-1.265625,2.109375,28.20629517,824.3087744,-6.252441124e-08,-9.450951174e-09
-1.265625,2.203125,28.20629517,905.326078,-3.487255717e-07,-1.08123756e-08
-1.265625,2.296875,28.20629517,994.3061786,-7.075708317e-07,-1.849636338e-08
-1.265625,2.390625,28.20629517,1092.031701,-9.947241503e-07,-1.976699356e-08
-1.265625,2.484375,28.20629517,1199.36219,-6.777420344e-07,5.216761311e-08
-1.265625,2.578125,28.20629517,1317.241671,-1.264309938e-07,-2.246766463e-08
-1.265625,2.671875,28.20629517,1446.706953,1.541596293e-06,1.238573462e-07
-1.265625,2.765625,28.20629517,1588.896749,1.732047871e-06,-1.050274152e-07
-1.265625,2.859375,28.20629517,1745.061689,6.094471819e-07,1.960312849e-08
-1.265625,2.953125,28.20629517,1916.575322,6.24004829e-07,-1.36563133e-08
-1.171875,-2.953125,30.97855485,5.217639967,1.527383767e-08,6.610566992e-07
-1.171875,-2.859375,30.97855485,5.730456443,4.749434263e-08,4.96926755e-07
-1.171875,-2.765625,30.97855485,6.293675158,7.40962197e-08,4.090460605e-07
-1.171875,-2.671875,30.97855485,6.912249904,8.551932345e-08,2.887840093e-07
-1.171875,-2.578125,30.97855485,7.591621356,8.352217127e-08,1.541371522e-07
-1.171875,-2.484375,30.97855485,8.337764926,7.09029483e-08,7.018912292e-08
-1.171875,-2.390625,30.97855485,9.157243322,5.198316172e-08,2.693239354e-08
-1.171875,-2.296875,30.97855485,10.05726427,2.955002456e-08,1.557008461e-08
-1.171875,-2.203125,30.97855485,11.0457439,4.352997715e-09,-1.140349711e-08
-1.171875,-2.109375,30.97855485,12.13137638,-2.063287611e-08,-6.007802459e-08
-1.171875,-2.015625,30.97855485,13.32371041,-4.022889712e-08,-1.047275918e-07
-1.171875,-1.921875,30.97855485,14.63323316,-5.343467287e-08,-1.498002829e-07
-1.171875,-1.828125,30.97855485,16.07146254,-6.75686262e-08,-1.894289421e-07
-1.171875,-1.734375,30.97855485,17.65104849,-8.520638595e-08,-2.435536304e-07
-1.171875,-1.640625,30.97855485,19.38588426,-1.121403633e-07,-2.998675233e-07
-1.171875,-1.546875,30.97855485,21.29122862,-1.599114569e-07,-3.837655391e-07
-1.171875,-1.453125,30.97855485,23.38384001,-2.263324816e-07,-4.998895239e-07
-1.171875,-1.359375,30.97855485,25.68212401,-2.85230009e-07,-6.035543106e-07
-1.171875,-1.265625,30.97855485,28.20629517,-2.435107308e-07,-5.252449564e-07
-1.171875,-1.171875,30.97855485,30.97855485,1.313908293e-07,5.06884025e-08
-1.171875,-1.078125,30.97855485,34.02328646,1.248751306e-06,1.576946966e-06
-1.171875,-0.984375,30.97855485,37.36726994,3.588605686e-06,4.088068825e-06
-1.171875,-0.890625,30.97855485,41.03991731,7.127511455e-06,5.877830899e-06
-1.171875,-0.796875,30.97855485,45.07353134,1.046673671e-05,5.419871105e-06
-1.171875,-0.703125,30.97855485,49.50358969,9.275497066e-06,-4.47185006e-06
-1.171875,-0.609375,30.97855485,54.36905695,-3.602099583e-07,-1.202164456e-05
-1.171875,-0.515625,30.97855485,59.71272734,-1.976209167e-05,-2.147918984e-05
-1.171875,-0.421875,30.97855485,65.58160113,-3.724759257e-05,-5.946617162e-06
-1.171875,-0.328125,30.97855485,72.027298,-3.126499399e-05,1.928159242e-05
-1.171875,-0.234375,30.97855485,79.10651109,8.331544421e-07,2.495518634e-05
-1.171875,-0.140625,30.97855485,86.88150563,3.505522345e-05,6.969127075e-06
-1.171875,-0.046875,30.97855485,95.4206666,3.96805744e-05,-1.335123315e-05
-1.171875,0.046875,30.97855485,104.7991002,1.734997087e-05,-8.89435231e-06
-1.171875,0.140625,30.97855485,115.0992945,1.342459173e-06,1.86318251e-06
-1.171875,0.234375,30.97855485,126.4118448,-6.373341885e-06,-5.459613025e-06
-1.171875,0.328125,30.97855485,138.8362507,-1.844784583e-05,-2.867986986e-06
-1.171875,0.421875,30.97855485,152.4817911,-2.040872769e-05,4.423365236e-06
-1.171875,0.515625,30.97855485,167.4684853,-1.163243607e-05,1.478224255e-06
-1.171875,0.609375,30.97855485,183.9281489,-3.996743784e-06,1.243959482e-06
-1.171875,0.703125,30.97855485,202.0055528,2.159376317e-06,8.285289051e-07
-1.171875,0.796875,30.97855485,221.8596969,5.247694647e-06,-2.805015638e-07
-1.171875,0.890625,30.97855485,243.6652083,4.90404858e-06,-3.739285716e-07
-1.171875,0.984375,30.97855485,267.6138775,3.122625741e-06,-3.803857707e-07
-1.171875,1.078125,30.97855485,293.916345,1.104526135e-06,-2.092897711e-07
-1.171875,1.171875,30.97855485,322.8039542,-3.214286851e-07,-6.671268746e-08
-1.171875,1.265625,30.97855485,354.5307861,-9.944895319e-07,9.699196704e-09
-1.171875,1.359375,30.97855485,389.3758942,-1.120896633e-06,3.248068383e-08
-1.171875,1.453125,30.97855485,427.6457586,-9.665640366e-07,2.859827163e-08
-1.171875,1.546875,30.97855485,469.676982,-7.534135209e-07,1.697075044e-08
-1.171875,1.640625,30.97855485,515.83925,-6.012892515e-07,5.20729434e-09
-1.171875,1.734375,30.97855485,566.5385831,-5.375491655e-07,-9.798390173e-10
-1.171875,1.828125,30.97855485,622.2209072,-5.822634821e-07,-4.435192061e-09
-1.171875,1.921875,30.97855485,683.3759764,-7.018658876e-07,-5.437317576e-09
-1.171875,2.015625,30.97855485,750.5416801,-9.428648041e-07,-1.332035366e-08
-1.171875,2.109375,30.97855485,824.3087744,-1.318884783e-06,-2.189897879e-08
-1.171875,2.203125,30.97855485,905.326078,-1.81312869e-06,-2.590827367e-08
-1.171875,2.296875,30.97855485,994.3061786,-2.329353897e-06,-3.153719219e-08
-1.171875,2.390625,30.97855485,1092.031701,-2.609263519e-06,-2.418715866e-08
-1.171875,2.484375,30.97855485,1199.36219,-1.922423027e-06,8.223834117e-08
-1.171875,2.578125,30.97855485,1317.241671,-6.314169998e-07,-1.024367636e-08
-1.171875,2.671875,30.97855485,1446.706953,2.401440609e-06,2.136210886e-07
-1.171875,2.765625,30.97855485,1588.896749,2.996601631e-06,-1.77051487e-07
-1.171875,2.859375,30.97855485,1745.061689,1.67953076e-06,4.799878594e-08
-1.171875,2.953125,30.97855485,1916.575322,1.45971866e-06,-4.508505803e-08
-1.078125,-2.953125,34.02328646,5.217639967,1.093415423e-08,8.137502511e-07
-1.078125,-2.859375,34.02328646,5.730456443,3.103878587e-08,6.423553502e-07
-1.078125,-2.765625,34.02328646,6.293675158,4.401502658e-08,4.835599093e-07
-1.078125,-2.671875,34.02328646,6.912249904,4.93017885e-08,3.028234367e-07
-1.078125,-2.578125,34.02328646,7.591621356,4.707944129e-08,1.236271105e-07
-1.078125,-2.484375,34.02328646,8.337764926,3.55762623e-08,1.716454021e-09
-1.078125,-2.390625,34.02328646,9.157243322,1.556680946e-08,-5.136022024e-08
-1.078125,-2.296875,34.02328646,10.05726427,-9.619595882e-09,-6.797919747e-08
-1.078125,-2.203125,34.02328646,11.0457439,-3.237312906e-08,-7.72848984e-08
-1.078125,-2.109375,34.02328646,12.13137638,-4.960146026e-08,-1.139363788e-07
-1.078125,-2.015625,34.02328646,13.32371041,-6.407682852e-08,-1.393233671e-07
-1.078125,-1.921875,34.02328646,14.63323316,-7.360551398e-08,-1.688643761e-07
-1.078125,-1.828125,34.02328646,16.07146254,-7.667721735e-08,-2.04935409e-07
-1.078125,-1.734375,34.02328646,17.65104849,-7.689769904e-08,-2.585760881e-07
-1.078125,-1.640625,34.02328646,19.38588426,-7.460470781e-08,-3.229041006e-07
-1.078125,-1.546875,34.02328646,21.29122862,-6.202395046e-08,-4.104151262e-07
-1.078125,-1.453125,34.02328646,23.38384001,-1.462955745e-08,-4.931211929e-07
-1.078125,-1.359375,34.02328646,25.68212401,1.42239807e-07,-4.719909213e-07
-1.078125,-1.265625,34.02328646,28.20629517,5.840678618e-07,-6.619768663e-08
-1.078125,-1.171875,34.02328646,30.97855485,1.646247441e-06,1.173099741e-06
-1.078125,-1.078125,34.02328646,34.02328646,3.841685359e-06,3.766840526e-06
-1.078125,-0.984375,34.02328646,37.36726994,7.609019347e-06,7.469896286e-06
-1.078125,-0.890625,34.02328646,41.03991731,1.246536525e-05,9.492951762e-06
-1.078125,-0.796875,34.02328646,45.07353134,1.58073436e-05,6.973313813e-06
-1.078125,-0.703125,34.02328646,49.50358969,1.107171103e-05,-9.96573628e-06
-1.078125,-0.609375,34.02328646,54.36905695,-7.67693631e-06,-2.42133123e-05
-1.078125,-0.515625,34.02328646,59.71272734,-4.192289945e-05,-4.009541221e-05
-1.078125,-0.421875,34.02328646,65.58160113,-7.261394562e-05,-1.305032008e-05
-1.078125,-0.328125,34.02328646,72.027298,-6.543577546e-05,3.184117979e-05
-1.078125,-0.234375,34.02328646,79.10651109,-1.124812716e-05,4.934011478e-05
-1.078125,-0.140625,34.02328646,86.88150563,5.64854041e-05,2.322361183e-05
-1.078125,-0.046875,34.02328646,95.4206666,7.962973256e-05,-1.863906988e-05
-1.078125,0.046875,34.02328646,104.7991002,4.780440441e-05,-2.08227026e-05
-1.078125,0.140625,34.02328646,115.0992945,1.29468936e-05,-1.621275934e-06
-1.078125,0.234375,34.02328646,126.4118448,-9.031302175e-06,-1.026624605e-05
-1.078125,0.328125,34.02328646,138.8362507,-3.531449233e-05,-7.560760688e-06
-1.078125,0.421875,34.02328646,152.4817911,-4.622225244e-05,5.992689364e-06
-1.078125,0.515625,34.02328646,167.4684853,-3.58514014e-05,3.663814304e-06
-1.078125,0.609375,34.02328646,183.9281489,-2.179541178e-05,3.139892863e-06
-1.078125,0.703125,34.02328646,202.0055528,-8.387501628e-06,2.285310081e-06
-1.078125,0.796875,34.02328646,221.8596969,3.906456231e-07,1.401851691e-07
-1.078125,0.890625,34.02328646,243.6652083,2.837421833e-06,-4.630651662e-07
-1.078125,0.984375,34.02328646,267.6138775,1.517489123e-06,-6.811208335e-07
-1.078125,1.078125,34.02328646,293.916345,-1.370801929e-06,-4.851763731e-07
-1.078125,1.171875,34.02328646,322.8039542,-4.023083625e-06,-2.347986806e-07
-1.078125,1.265625,34.02328646,354.5307861,-5.725631319e-06,-6.234250033e-08
-1.078125,1.359375,34.02328646,389.3758942,-6.476656163e-06,1.94220885e-08
-1.078125,1.453125,34.02328646,427.6457586,-6.593115659e-06,3.956037799e-08
-1.078125,1.546875,34.02328646,469.676982,-6.436406909e-06,2.976644176e-08
-1.078125,1.640625,34.02328646,515.83925,-6.234451589e-06,1.373190226e-08
-1.078125,1.734375,34.02328646,566.5385831,-6.144319201e-06,-1.997255896e-09
-1.078125,1.828125,34.02328646,622.2209072,-6.190553411e-06,-1.00955128e-08
-1.078125,1.921875,34.02328646,683.3759764,-6.395847921e-06,-1.756027699e-08
-1.078125,2.015625,34.02328646,750.5416801,-6.766116852e-06,-3.042671185e-08
-1.078125,2.109375,34.02328646,824.3087744,-7.286885192e-06,-4.337476724e-08
-1.078125,2.203125,34.02328646,905.326078,-7.892693816e-06,-4.729924906e-08
-1.078125,2.296875,34.02328646,994.3061786,-8.333472535e-06,-4.436818972e-08
-1.078125,2.390625,34.02328646,1092.031701,-8.139901105e-06,-1.595263703e-08
-1.078125,2.484375,34.02328646,1199.36219,-6.258876612e-06,1.467226029e-07
-1.078125,2.578125,34.02328646,1317.241671,-3.072393523e-06,3.98636504e-08
-1.078125,2.671875,34.02328646,1446.706953,2.812073384e-06,3.764617099e-07
-1.078125,2.765625,34.02328646,1588.896749,4.749303156e-06,-2.809635487e-07
-1.078125,2.859375,34.02328646,1745.061689,3.891620961e-06,1.100270618e-07
-1.078125,2.953125,34.02328646,1916.575322,3.311100377e-06,-1.197169007e-07
-0.984375,-2.953125,37.36726994,5.217639967,3.054742855e-09,8.949566314e-07
-0.984375,-2.859375,37.36726994,5.730456443,1.162267373e-08,7.318700671e-07
-0.984375,-2.765625,37.36726994,6.293675158,2.094220679e-08,5.313767437e-07
-0.984375,-2.671875,37.36726994,6.912249904,2.319650425e-08,3.017563657e-07
-0.984375,-2.578125,37.36726994,7.591621356,1.633660295e-08,8.050904316e-08
-0.984375,-2.484375,37.36726994,8.337764926,4.446527181e-09,-6.206547835e-08
-0.984375,-2.390625,37.36726994,9.157243322,-1.14951344e-08,-1.351088102e-07
-0.984375,-2.296875,37.36726994,10.05726427,-2.819820017e-08,-1.400937715e-07
-0.984375,-2.203125,37.36726994,11.0457439,-4.326777302e-08,-1.339371751e-07
-0.984375,-2.109375,37.36726994,12.13137638,-5.424611836e-08,-1.463688322e-07
-0.984375,-2.015625,37.36726994,13.32371041,-5.470120744e-08,-1.503427066e-07
-0.984375,-1.921875,37.36726994,14.63323316,-4.191740543e-08,-1.49905345e-07
-0.984375,-1.828125,37.36726994,16.07146254,-1.439789394e-08,-1.648235722e-07
-0.984375,-1.734375,37.36726994,17.65104849,3.526565781e-08,-1.898321429e-07
-0.984375,-1.640625,37.36726994,19.38588426,1.217745845e-07,-2.143893349e-07
-0.984375,-1.546875,37.36726994,21.29122862,2.727753979e-07,-2.244154263e-07
-0.984375,-1.453125,37.36726994,23.38384001,5.524426036e-07,-1.484961505e-07
-0.984375,-1.359375,37.36726994,25.68212401,1.096866293e-06,2.109005733e-07
-0.984375,-1.265625,37.36726994,28.20629517,2.156360353e-06,1.243259061e-06
-0.984375,-1.171875,37.36726994,30.97855485,4.134545758e-06,3.525671423e-06
-0.984375,-1.078125,37.36726994,34.02328646,7.524316643e-06,7.534725392e-06
-0.984375,-0.984375,37.36726994,37.36726994,1.246503362e-05,1.240904354e-05
-0.984375,-0.890625,37.36726994,41.03991731,1.753897444e-05,1.362754528e-05
-0.984375,-0.796875,37.36726994,45.07353134,1.811212348e-05,6.228547048e-06
-0.984375,-0.703125,37.36726994,49.50358969,4.353204452e-06,-2.305795479e-05
-0.984375,-0.609375,37.36726994,54.36905695,-3.233495572e-05,-4.922368663e-05
-0.984375,-0.515625,37.36726994,59.71272734,-9.281537516e-05,-7.492509538e-05
-0.984375,-0.421875,37.36726994,65.58160113,-0.000145943784,-2.734307928e-05
-0.984375,-0.328125,37.36726994,72.027298,-0.0001369525792,5.308823013e-05
-0.984375,-0.234375,37.36726994,79.10651109,-4.339026111e-05,9.744560441e-05
-0.984375,-0.140625,37.36726994,86.88150563,8.952105591e-05,6.267118416e-05
-0.984375,-0.046875,37.36726994,95.4206666,0.0001585183674,-1.979161291e-05
-0.984375,0.046875,37.36726994,104.7991002,0.0001220262779,-4.287758666e-05
