# Chain rule: x=log(S/K), vartheta=sigma_x/diff=du/dx
# Delta=dV/dS=vartheta/S, Gamma=d2V/dS2=(u_xx-u_x)/S2 (FD approx)
S,x,u_DPG,delta_DPG,gamma_DPG,delta_exact,gamma_exact,delta_error,gamma_error
10.78986951,-2.2265625,-5.550730924e-05,-2.582901722e-05,-7.225508942e-07,2.074996844e-27,1.045590091e-26,2.582901722e-05,7.225508942e-07
11.30768616,-2.1796875,-6.817187789e-05,-2.653224559e-05,-6.808539142e-07,2.582442384e-26,1.215161722e-25,2.653224559e-05,6.808539142e-07
11.85035335,-2.1328125,-8.034319133e-05,-2.65510518e-05,-1.307617518e-06,3.043624086e-25,1.336750004e-24,2.65510518e-05,1.307617518e-06
12.41906369,-2.0859375,-9.315651176e-05,-2.798550231e-05,-2.174445251e-06,3.397093006e-24,1.391905655e-23,2.798550231e-05,2.174445251e-06
13.015067,-2.0390625,-0.0001092975168,-2.908365784e-05,-5.978401867e-07,3.590784828e-23,1.371869801e-22,2.908365784e-05,5.978401867e-07
13.6396731,-1.9921875,-0.000128631052,-2.871523167e-05,5.587237627e-07,3.594570005e-22,1.279851213e-21,2.871523167e-05,5.587237627e-07
14.29425468,-1.9453125,-0.0001496946691,-2.836894529e-05,8.874628168e-07,3.407932018e-21,1.130185066e-20,2.836894529e-05,8.874628168e-07
14.98025029,-1.8984375,-0.0001706047603,-2.752551927e-05,1.786975715e-06,3.060080555e-20,9.446765526e-20,2.752551927e-05,1.786975715e-06
15.69916751,-1.8515625,-0.0001902120072,-2.585840018e-05,1.199768529e-06,2.602466381e-19,7.474122287e-19,2.585840018e-05,1.199768529e-06
16.45258629,-1.8046875,-0.0002081769144,-2.575905687e-05,-4.492947013e-07,2.09633655e-18,5.59732796e-18,2.575905687e-05,4.492947013e-07
17.24216239,-1.7578125,-0.0002263944125,-2.655165961e-05,-1.277129085e-06,1.599465085e-17,3.967754568e-17,2.655165961e-05,1.277129085e-06
18.06963104,-1.7109375,-0.0002483739446,-2.782423175e-05,-1.414231358e-06,1.155957223e-16,2.662271471e-16,2.782423175e-05,1.414231358e-06
18.93681074,-1.6640625,-0.0002733220463,-2.894828444e-05,-1.115855183e-06,7.9136815e-16,1.690843327e-15,2.894828445e-05,1.115855184e-06
19.84560726,-1.6171875,-0.0003014176441,-2.980596402e-05,-4.317043791e-07,5.132194069e-15,1.016477779e-14,2.980596403e-05,4.317043893e-07
20.79801784,-1.5703125,-0.0003311125234,-2.97517757e-05,1.818311863e-07,3.153077431e-14,5.78410145e-14,2.975177573e-05,1.818311285e-07
21.79613556,-1.5234375,-0.0003611789226,-2.945129715e-05,1.3715487e-07,1.835245884e-13,3.115425756e-13,2.945129733e-05,1.371545585e-07
22.84215394,-1.4765625,-0.0003911732644,-2.947141248e-05,-1.026548005e-07,1.012056475e-12,1.588336082e-12,2.947141349e-05,1.026563889e-07
23.9383718,-1.4296875,-0.0004223089625,-2.967120798e-05,-2.692355973e-07,5.287993763e-12,7.664977589e-12,2.967121327e-05,2.692432623e-07
25.08719825,-1.3828125,-0.0004553134874,-3.007585832e-05,-2.024256559e-07,2.618061886e-11,3.501247957e-11,3.00758845e-05,2.024606683e-07
26.29115803,-1.3359375,-0.0004904488441,-3.014747228e-05,8.249856185e-08,1.228291065e-10,1.513834293e-10,3.014759511e-05,8.234717842e-08
27.55289705,-1.2890625,-0.0005288971218,-2.987244172e-05,6.419900003e-08,5.461193384e-10,6.195513412e-10,2.987298784e-05,6.357944869e-08
28.87518818,-1.2421875,-0.0005690610354,-2.998158013e-05,1.928557942e-07,2.301306001e-09,2.400047049e-09,2.998388143e-05,1.904557471e-07
30.2609374,-1.1953125,-0.000611547892,-2.935018045e-05,3.046776503e-07,9.19180988e-09,8.800466637e-09,2.935937226e-05,2.958771837e-07
31.71319011,-1.1484375,-0.0006551272958,-2.911690437e-05,1.981330187e-07,3.480254058e-08,3.054464893e-08,2.915170691e-05,1.675883698e-07
33.23513788,-1.1015625,-0.0007002617349,-2.876089313e-05,2.450264193e-07,1.249258148e-07,1.003478488e-07,2.888581894e-05,1.446785706e-07
34.83012544,-1.0546875,-0.0007458566931,-2.835317287e-05,3.376564924e-07,4.251852227e-07,3.120502155e-07,2.877835809e-05,2.560627692e-08
36.50165806,-1.0078125,-0.0007910731215,-2.765793138e-05,7.478904516e-07,1.372297792e-06,9.185110782e-07,2.903022917e-05,1.706206265e-07
38.25340921,-0.9609375,-0.0008370693643,-2.579293162e-05,2.431370387e-06,4.200773882e-06,2.559103213e-06,2.999370551e-05,1.277328268e-07
40.08922865,-0.9140625,-0.000879969235,-1.89352185e-05,7.376867229e-06,1.219819482e-05,6.748926481e-06,3.113341331e-05,6.27940748e-07
42.0131509,-0.8671875,-0.0009046526437,1.942183649e-06,1.934529396e-05,3.360710215e-05,1.684709729e-05,3.16649185e-05,2.498196672e-06
44.02940411,-0.8203125,-0.0008638093406,5.728863409e-05,4.573568525e-05,8.786796558e-05,3.980695539e-05,3.057933149e-05,5.928729866e-06
46.14241933,-0.7734375,-0.0006384581833,0.0001907971049,0.0001009674216,0.0002180727879,8.90299915e-05,2.727568298e-05,1.193743008e-05
48.35684027,-0.7265625,4.166473261e-05,0.0004942187053,0.0002102448821,0.000513885003,0.0001884764935,1.96662977e-05,2.17683886e-05
50.67753349,-0.6796875,0.001776852138,0.001144281646,0.0004147208142,0.001150173789,0.0003776778772,5.8921423e-06,3.704293705e-05
53.1095991,-0.6328125,0.005838043047,0.002465286717,0.000775304919,0.002445985809,0.0007163568053,1.930090864e-05,5.894811371e-05
55.65838198,-0.5859375,0.01476776939,0.005005957981,0.001372568227,0.004944487907,0.001286117736,6.147007445e-05,8.645049095e-05
58.3294835,-0.5390625,0.03332164432,0.00962993419,0.002302412441,0.009505568982,0.002185624524,0.0001243652083,0.0001167879178
61.12877386,-0.4921875,0.06985789734,0.01760105631,0.003661450217,0.01738884215,0.00351571672,0.0002122141639,0.0001457334972
64.06240497,-0.4453125,0.1382514734,0.03062074075,0.005518643497,0.03028904054,0.005352980797,0.0003317002146,0.0001656627005
67.13682398,-0.3984375,0.2601820299,0.05075734301,0.00788119999,0.0502755762,0.007714734561,0.0004817668176,0.0001664654286
70.35878743,-0.3515625,0.4673524376,0.08024379014,0.0106643176,0.079593299,0.01052421671,0.0006504911422,0.0001401008965
73.73537614,-0.3046875,0.80307015,0.121126399,0.01367370767,0.1203102033,0.01358945588,0.000816195749,8.425179029e-05
77.27401073,-0.2578125,1.322608761,0.1748005319,0.0166132471,0.1738493281,0.0166095492,0.0009512038253,3.697901846e-06
80.98246793,-0.2109375,2.091602873,0.2415241257,0.01912426309,0.240502366,0.01921574002,0.001021759672,9.147693038e-05
84.86889772,-0.1640625,3.18217048,0.3200471488,0.02085513507,0.3190658841,0.02104262302,0.0009812647446,0.0001874879507
88.94184116,-0.1171875,4.666972864,0.4075179293,0.02154805463,0.4067405844,0.02181152981,0.0007773449415,0.0002634751832
93.21024924,-0.0703125,6.610888041,0.499787047,0.02110878392,0.4993766529,0.02140010335,0.0004103940678,0.0002913194275
97.6835025,-0.0234375,9.062023499,0.5920437696,0.01961744893,0.592046497,0.01987417484,2.727365085e-06,0.000256725907
102.3714317,0.0234375,12.04838532,0.6795060754,0.01729174882,0.679817132,0.01747052005,0.0003110566084,0.0001787712313
107.2843392,0.0703125,15.58141319,0.7580590272,0.01444655535,0.7585239776,0.01453670749,0.0004649504519,9.015214045e-05
112.4330222,0.1171875,19.65752347,0.8248613998,0.01143588979,0.825347316,0.01144905816,0.0004859161695,1.316837373e-05
117.8287956,0.1640625,24.25659214,0.8786442677,0.008576152418,0.8790623833,0.008535264095,0.0004181155817,4.0888323e-05
123.4835175,0.2109375,29.34582444,0.9196321323,0.006092433657,0.9199428878,0.006022927796,0.0003107554934,6.950586121e-05
129.4096153,0.2578125,34.8884714,0.9491996435,0.004099925831,0.949399878,0.004022924126,0.000200234565,7.700170511e-05
135.6201124,0.3046875,40.85092412,0.969391271,0.002614203737,0.9694960021,0.002543428411,0.0001047311075,7.077532647e-05
142.1286575,0.3515625,47.20666125,0.9824498111,0.001579910136,0.9824763944,0.001522091239,2.658327819e-05,5.781889636e-05
148.9495542,0.3984375,53.93812414,0.9904505912,0.0009053005836,0.9904144595,0.0008621946943,3.613170816e-05,4.310588931e-05
156.0977925,0.4453125,61.03680818,0.9950960772,0.0004924534118,0.9950105918,0.0004622889336,8.548540905e-05,3.01644782e-05
163.589082,0.4921875,68.50233144,0.9976598766,0.0002555708477,0.997530131,0.0002346200593,0.0001297456319,2.095078843e-05
171.439886,0.5390625,76.34095571,0.9990170691,0.0001271305427,0.9988378067,0.0001127094355,0.0001792623554,1.442110723e-05
179.6674579,0.5859375,84.56372565,0.9997039293,5.938440035e-05,0.9994803894,5.12505937e-05,0.0002235399066,8.13380665e-06
188.2898792,0.6328125,93.18512089,1.000017696,2.418271691e-05,0.9997793455,2.205875608e-05,0.000238350289,2.123960829e-06
197.3260992,0.6796875,102.2220895,1.000130963,7.133275738e-06,0.9999110302,8.986832096e-06,0.0002199330209,1.853556358e-06
206.7959764,0.7265625,111.693296,1.000149705,3.776489324e-08,0.9999659478,3.465578403e-06,0.0001837571432,3.42781351e-06
216.7203225,0.7734375,121.6190018,1.000131696,-1.990407822e-06,0.9999876316,1.264993579e-06,0.0001440640228,3.255401401e-06
227.120948,0.8203125,132.0208339,1.00010925,-1.840298133e-06,0.9999957376,4.37063365e-07,0.0001135123037,2.277361498e-06
238.0207098,0.8671875,142.9216038,1.000092497,-1.330474177e-06,0.9999986066,1.429367755e-07,9.388995225e-05,1.473410953e-06
249.4435622,0.9140625,154.3453623,1.00007955,-8.388614902e-07,0.999999568,4.424732782e-08,7.998228696e-05,8.83108818e-07
261.4146087,0.9609375,166.3172363,1.000072872,-3.168239606e-07,0.999999873,1.296503241e-08,7.299933199e-05,3.29788993e-07
273.9601577,1.0078125,178.8635876,1.000071783,1.334627069e-08,0.9999999646,3.595867307e-09,7.181822445e-05,9.750403379e-09
287.1077802,1.0546875,192.0120852,1.000073215,1.854603963e-07,0.9999999906,9.440113137e-10,7.322457261e-05,1.84516385e-07
300.8863702,1.1015625,205.7916158,1.000076777,2.272573501e-07,0.9999999977,2.34581756e-10,7.677890243e-05,2.270227683e-07
315.3262086,1.1484375,220.2324658,1.000079628,1.655034485e-07,0.9999999994,5.517657745e-11,7.962861505e-05,1.654482719e-07
330.4590294,1.1953125,235.3663987,1.000081671,1.473500785e-07,0.9999999999,1.22845365e-11,8.167105982e-05,1.473377939e-07
346.3180893,1.2421875,251.2266742,1.000084195,1.588206707e-07,1,2.588846396e-12,8.419474095e-05,1.588180818e-07
362.9382414,1.2890625,267.848143,1.000086829,1.56081072e-07,1,5.164131389e-13,8.682931012e-05,1.560805556e-07
380.3560113,1.3359375,285.2673172,1.000089507,1.256250379e-07,1,9.750609748e-14,8.95073906e-05,1.256249404e-07
398.6096774,1.3828125,303.5224998,1.000091311,8.70694973e-08,1,1.742648345e-14,9.131053041e-05,8.706947987e-08
417.7393552,1.4296875,322.6538221,1.000092762,7.188436697e-08,1,2.94802548e-15,9.276233856e-05,7.188436402e-08
437.7870855,1.4765625,342.7032821,1.000094127,4.745578409e-08,1,4.7205891e-16,9.41267734e-05,4.745578362e-08
458.7969264,1.5234375,363.7149564,1.000094711,1.705704898e-08,1,7.15491794e-17,9.471075776e-05,1.705704891e-08
480.8150506,1.5703125,385.7350192,1.000094861,8.968830754e-09,1,1.026494453e-17,9.48607035e-05,8.968830743e-09
503.8898467,1.6171875,408.8118499,1.000095115,1.596924407e-08,1,1.393965573e-18,9.511518853e-05,1.596924407e-08
528.0720253,1.6640625,432.996173,1.000095615,2.435554174e-08,1,1.791805976e-19,9.561536167e-05,2.435554174e-08
553.4147309,1.7109375,458.3411278,1.000096321,1.828770024e-08,1,2.180084891e-20,9.632139392e-05,1.828770024e-08
579.9736584,1.7578125,484.9024289,1.000096565,5.125259965e-09,1,2.510726006e-21,9.656452318e-05,5.125259965e-09
607.8071754,1.8046875,512.7384397,1.0000966,1.791562881e-09,1,2.736961753e-22,9.660016934e-05,1.791562881e-09
636.9764508,1.8515625,541.9103413,1.000096667,-1.594106425e-10,1,2.824110124e-23,9.666664726e-05,1.594106425e-10
667.5455889,1.8984375,572.4822177,1.000096591,2.07621908e-09,1,2.758277891e-24,9.65906464e-05,2.07621908e-09
699.5817707,1.9453125,604.521278,1.000096797,5.603893203e-09,1,2.549986614e-25,9.679662962e-05,5.603893203e-09
733.1554008,1.9921875,638.0979345,1.000096958,8.865784233e-09,1,2.23141976e-26,9.695831678e-05,8.865784233e-09
768.3402631,2.0390625,673.2859613,1.000097406,1.220632166e-08,1,1.8482816e-27,9.740622758e-05,1.220632166e-08
805.2136823,2.0859375,710.1627309,1.000097838,1.375104959e-08,1,1.44910047e-28,9.783788334e-05,1.375104959e-08
843.8566937,2.1328125,748.8092644,1.000098445,1.455047519e-08,1,1.075405729e-29,9.844465776e-05,1.455047519e-08
884.354222,2.1796875,789.3105061,1.000098989,1.424036939e-08,1,7.554221004e-31,9.89894158e-05,1.424036939e-08
926.7952672,2.2265625,831.7554771,1.000099626,1.758169913e-08,1,5.022853578e-32,9.962573369e-05,1.758169913e-08
971.2731008,2.2734375,876.2374449,1.000100518,2.395681713e-08,1,3.161220879e-33,0.0001005175974,2.395681713e-08
1017.88547,2.3203125,922.8542177,1.000101808,3.246193663e-08,1,1.883226933e-34,0.000101807965,3.246193663e-08
1066.734814,2.3671875,971.7082307,1.000103616,3.812025817e-08,1,1.061925289e-35,0.0001036164695,3.812025817e-08
1117.928486,2.4140625,1022.906906,1.000105622,4.142007875e-08,1,5.667985906e-37,0.0001056216306,4.142007875e-08
1171.578995,2.4609375,1076.562773,1.000107959,4.274413632e-08,1,2.863565039e-38,0.0001079591237,4.274413632e-08
1227.804245,2.5078125,1132.793774,1.000110318,3.894981284e-08,1,1.3693953e-39,0.000110318175,3.894981284e-08
1286.7278,2.5546875,1191.723494,1.000112444,2.880724478e-08,1,6.198607052e-41,0.0001124441481,2.880724478e-08
1348.479157,2.6015625,1253.481416,1.000113794,1.032239599e-08,1,2.65584589e-42,0.0001137944868,1.032239599e-08
1413.194023,2.6484375,1318.203222,1.00011375,-1.802054794e-08,1,1.07709777e-43,0.0001137495825,1.802054794e-08
1481.01462,2.6953125,1386.031013,1.000111406,-5.801683503e-08,1,4.134765413e-45,0.0001114061251,5.801683503e-08
1552.089996,2.7421875,1457.113658,1.000105691,-1.103171181e-07,1,1.502415703e-46,0.0001056912778,1.103171181e-07
1626.57635,2.7890625,1531.607035,1.000095348,-1.734587628e-07,1,5.167409094e-48,9.534817456e-05,1.734587628e-07
1704.637379,2.8359375,1609.674397,1.000079231,-2.415925674e-07,1,1.682283045e-49,7.923059748e-05,2.415925674e-07
1786.444635,2.8828125,1691.486264,1.000056725,-2.941725567e-07,1,5.18404523e-51,5.67251852e-05,2.941725567e-07
1872.177903,2.9296875,1777.218535,1.000029945,-2.124796422e-07,1,1.512105134e-52,2.99447732e-05,2.124796422e-07
1962.025596,2.9765625,1867.035852,1.000019418,-1.17164587e-07,1,4.174828939e-54,1.94178053e-05,1.17164587e-07
