# Phase N2: vartheta and within-element gradient at tau=T
# vartheta = du/dx = sigma_x/diff
# vtheta_dx_raw = within-element d(vartheta)/dx via quarter-point FD
# gamma_exact = phi(d1)/(S*sigma*sqrt(tau))  [corrected formula]
x_c,S_c,vartheta_c,vtheta_dx_raw,delta_exact,gamma_exact
2.4609375,1171.578995,1171.705477,1195.931242,1,2.863565039e-38
2.5078125,1227.804245,1227.939694,1253.325967,1,1.3693953e-39
2.5546875,1286.7278,1286.872485,1313.461278,1,6.198607052e-41
2.6015625,1348.479157,1348.632606,1376.463028,1,2.65584589e-42
2.6484375,1413.194023,1413.354773,1442.46112,1,1.07709777e-43
2.6953125,1481.01462,1481.179614,1511.582391,1,4.134765413e-45
2.7421875,1552.089996,1552.254038,1583.966935,1,1.502415703e-46
2.7890625,1626.57635,1626.731441,1659.760299,1,5.167409094e-48
2.8359375,1704.637379,1704.772438,1739.120782,1,1.682283045e-49
2.8828125,1786.444635,1786.545971,1822.301142,1,5.18404523e-51
2.9296875,1872.177903,1872.233965,1910.358531,1,1.512105134e-52
2.9765625,1962.025596,1962.063694,2009.934406,1,4.174828939e-54
