# Phase N2: vartheta and within-element gradient at tau=T
# vartheta = du/dx = sigma_x/diff
# vtheta_dx_raw = within-element d(vartheta)/dx via quarter-point FD
# gamma_exact = phi(d1)/(S*sigma*sqrt(tau))  [corrected formula]
x_c,S_c,vartheta_c,vtheta_dx_raw,delta_exact,gamma_exact
-2.9765625,5.096773467,-6.773654195e-05,0.0002315518241,3.753682343e-48,5.376682154e-47
-2.9296875,5.341372733,-4.985186391e-05,0.0003072078468,1.118887783e-46,1.504842749e-45
-2.8828125,5.597710562,-1.945486703e-05,-0.0002411566214,3.157711508e-45,3.986679915e-44
-2.8359375,5.866350301,-3.129331951e-06,-0.0002388063321,8.437600775e-44,9.997124665e-43
-2.7890625,6.14788233,8.457491786e-06,-0.0008145431405,2.13466626e-42,2.37291586e-41
-2.7421875,6.442925364,1.311218688e-05,-0.001379335016,5.113397652e-41,5.331299268e-40
-2.6953125,6.752127808,-2.387130315e-07,-0.001471853896,1.159743655e-39,1.133776044e-38
-2.6484375,7.076169187,2.091620735e-06,-0.0008964983962,2.490530167e-38,2.282259284e-37
-2.6015625,7.415761637,4.187768267e-06,-0.000478874297,5.064116844e-37,4.348567143e-36
-2.5546875,7.771651468,-1.709999047e-05,0.0003494174195,9.749957837e-36,7.842795109e-35
-2.5078125,8.14462081,-1.229071245e-05,-5.167070245e-06,1.777436681e-34,1.338871972e-33
-2.4609375,8.535489323,-6.337051886e-05,-0.0003137836703,3.068198712e-33,2.163469229e-32
-2.4140625,8.945116009,-0.0001195712338,-0.0002258627418,5.015065961e-32,3.309069484e-31
-2.3671875,9.374401089,-0.0001625175959,3.784520407e-05,7.762111045e-31,4.790761406e-30
-2.3203125,9.824287991,-0.0002330886538,-0.0003801980951,1.137626414e-29,6.56518078e-29
-2.2734375,10.29576542,-0.0002656418811,0.0003259729269,1.578857978e-28,8.51593481e-28
-2.2265625,10.78986951,-0.0002786917255,0.0005837184919,2.074996844e-27,1.045590091e-26
-2.1796875,11.30768616,-0.0003000183064,0.0003773873476,2.582442384e-26,1.215161722e-25
-2.1328125,11.85035335,-0.0003146393457,-0.0004281627073,3.043624086e-25,1.336750004e-24
-2.0859375,12.41906369,-0.0003475537355,-0.00141041255,3.397093006e-24,1.391905655e-23
-2.0390625,13.015067,-0.0003785257553,-0.0014996094,3.590784828e-23,1.371869801e-22
-1.9921875,13.6396731,-0.0003916663731,-0.001537891984,3.594570005e-22,1.279851213e-21
-1.9453125,14.29425468,-0.000405512929,-0.001504190482,3.407932018e-21,1.130185066e-20
-1.8984375,14.98025029,-0.0004123391679,-0.0006708175029,3.060080555e-20,9.446765526e-20
-1.8515625,15.69916751,-0.000405955356,-0.0005425502561,2.602466381e-19,7.474122287e-19
-1.8046875,16.45258629,-0.0004238031058,-0.0006471013367,2.09633655e-18,5.59732796e-18
-1.7578125,17.24216239,-0.0004578080267,-0.0007048824866,1.599465085e-17,3.967754568e-17
-1.7109375,18.06963104,-0.0005027736017,-0.0005985946356,1.155957223e-16,2.662271471e-16
-1.6640625,18.93681074,-0.0005481881837,-0.0002204772464,7.9136815e-16,1.690843327e-15
-1.6171875,19.84560726,-0.0005915174561,0.0001294299217,5.132194069e-15,1.016477779e-14
-1.5703125,20.79801784,-0.0006187779618,0.0002396286782,3.153077431e-14,5.78410145e-14
-1.5234375,21.79613556,-0.000641924465,0.0001513077445,1.835245884e-13,3.115425756e-13
-1.4765625,22.84215394,-0.0006731905407,-2.376403787e-06,1.012056475e-12,1.588336082e-12
-1.4296875,23.9383718,-0.0007102804084,-0.0008713657151,5.287993763e-12,7.664977589e-12
-1.3828125,25.08719825,-0.0007545190202,-0.001327006092,2.618061886e-11,3.501247957e-11
-1.3359375,26.29115803,-0.0007926119579,-0.001632842308,1.228291065e-10,1.513834293e-10
-1.2890625,27.55289705,-0.0008230723112,-0.00208862365,5.461193384e-10,6.195513412e-10
-1.2421875,28.87518818,-0.0008657237682,-0.002157298663,2.301306001e-09,2.400047049e-09
-1.1953125,30.2609374,-0.0008881639731,-0.001911164436,9.19180988e-09,8.800466637e-09
-1.1484375,31.71319011,-0.0009233899236,-0.001777400439,3.480254058e-08,3.054464893e-08
-1.1015625,33.23513788,-0.0009558722485,-0.001407035156,1.249258148e-07,1.003478488e-07
-1.0546875,34.83012544,-0.0009875445677,-0.0006535330573,4.251852227e-07,3.120502155e-07
-1.0078125,36.50165806,-0.001009560354,0.0003332856925,1.372297792e-06,9.185110782e-07
-0.9609375,38.25340921,-0.0009866675682,0.002420810686,4.200773882e-06,2.559103213e-06
-0.9140625,40.08922865,-0.0007590983039,0.01036771197,1.219819482e-05,6.748926481e-06
-0.8671875,42.0131509,8.159725474e-05,0.0311253625,3.360710215e-05,1.684709729e-05
-0.8203125,44.02940411,0.002522384421,0.0840572569,8.786796558e-05,3.980695539e-05
-0.7734375,46.14241933,0.008803840024,0.2093633194,0.0002180727879,8.90299915e-05
-0.7265625,48.35684027,0.02389885499,0.4894804062,0.000513885003,0.0001884764935
-0.6796875,50.67753349,0.05798937146,1.084845138,0.001150173789,0.0003776778772
-0.6328125,53.1095991,0.1309303892,2.283101389,0.002445985809,0.0007163568053
-0.5859375,55.65838198,0.2786235215,4.546197813,0.004944487907,0.001286117736
-0.5390625,58.3294835,0.5617090875,8.563986533,0.009505568982,0.002185624524
-0.4921875,61.12877386,1.075930991,15.2725094,0.01738884215,0.00351571672
-0.4453125,64.06240497,1.961638295,25.7970332,0.03028904054,0.005352980797
-0.3984375,67.13682398,3.407686804,41.26751906,0.0502755762,0.007714734561
-0.3515625,70.35878743,5.645855773,62.50828151,0.079593299,0.01052421671
-0.3046875,73.73537614,8.931300593,89.66002385,0.1203102033,0.01358945588
-0.2578125,77.27401073,13.50753818,121.8349951,0.1738493281,0.0166095492
-0.2109375,80.98246793,19.55921976,156.9144404,0.240502366,0.01921574002
-0.1640625,84.86889772,27.16204874,191.5701976,0.3190658841,0.02104262302
-0.1171875,88.94184116,36.24539494,221.5019955,0.4067405844,0.02181152981
-0.0703125,93.21024924,46.58527522,242.3998342,0.4993766529,0.02140010335
-0.0234375,97.6835025,57.83290905,252.1569572,0.592046497,0.01987417484
0.0234375,102.3714317,69.56200976,252.1731331,0.679817132,0.01747052005
0.0703125,107.2843392,81.32786184,245.306181,0.7585239776,0.01453670749
0.1171875,112.4330222,92.74166006,233.5777767,0.825347316,0.01144905816
0.1640625,117.8287956,103.5295958,218.766854,0.8790623833,0.008535264095
0.2109375,123.4835175,113.5594105,203.2312115,0.9199428878,0.006022927796
0.2578125,129.4096153,122.8355607,189.2764528,0.949399878,0.004022924126
0.3046875,135.6201124,131.4689531,178.477475,0.9694960021,0.002543428411
0.3515625,142.1286575,139.6342727,171.6058885,0.9824763944,0.001522091239
0.3984375,148.9495542,147.527174,168.6822637,0.9904144595,0.0008621946943
0.4453125,156.0977925,155.332301,169.2207753,0.9950105918,0.0004622889336
0.4921875,163.589082,163.2062634,172.6002561,0.997530131,0.0002346200593
0.5390625,171.439886,171.2713724,178.0786217,0.9988378067,0.0001127094355
0.5859375,179.6674579,179.6142636,184.9552124,0.9994803894,5.12505937e-05
0.6328125,188.2898792,188.2932111,192.8623806,0.9997793455,2.205875608e-05
0.6796875,197.3260992,197.3519416,201.6022369,0.9999110302,8.986832096e-06
0.7265625,206.7959764,206.8269348,211.0421577,0.9999659478,3.465578403e-06
0.7734375,216.7203225,216.7488636,221.1108697,0.9999876316,1.264993579e-06
0.8203125,227.120948,227.1457609,231.7388896,0.9999957376,4.37063365e-07
0.8671875,238.0207098,238.0427259,242.8796476,0.9999986066,1.429367755e-07
0.9140625,249.4435622,249.4634055,254.5571068,0.999999568,4.424732782e-08
0.9609375,261.4146087,261.4336586,266.8117349,0.999999873,1.296503241e-08
1.0078125,273.9601577,273.9798233,279.6329531,0.9999999646,3.595867307e-09
1.0546875,287.1077802,287.1288008,293.068814,0.9999999906,9.440113137e-10
1.1015625,300.8863702,300.9094713,307.1345043,0.9999999977,2.34581756e-10
1.1484375,315.3262086,315.3513175,321.8661048,0.9999999994,5.517657745e-11
1.1953125,330.4590294,330.4860183,337.321765,0.9999999999,1.22845365e-11
1.2421875,346.3180893,346.3472475,353.507692,1,2.588846396e-12
1.2890625,362.9382414,362.9697551,370.4792774,1,5.164131389e-13
1.3359375,380.3560113,380.390056,388.2488428,1,9.750609748e-14
1.3828125,398.6096774,398.6460747,406.8811705,1,1.742648345e-14
1.4296875,417.7393552,417.7781057,426.4068923,1,2.94802548e-15
1.4765625,437.7870855,437.828293,446.8640545,1,4.7205891e-16
1.5234375,458.7969264,458.8403794,468.306548,1,7.15491794e-17
1.5703125,480.8150506,480.8606611,490.7763419,1,1.026494453e-17
1.6171875,503.8898467,503.9377742,514.3332934,1,1.393965573e-18
1.6640625,528.0720253,528.1225171,539.0163066,1,1.791805976e-19
1.7109375,553.4147309,553.4680366,564.8857474,1,2.180084891e-20
1.7578125,579.9736584,580.0296633,591.9896346,1,2.510726006e-21
1.8046875,607.8071754,607.8658897,620.4058665,1,2.736961753e-22
1.8515625,636.9764508,637.0380252,650.1747041,1,2.824110124e-23
1.8984375,667.5455889,667.6100676,681.3816579,1,2.758277891e-24
1.9453125,699.5817707,699.6494878,714.0790318,1,2.549986614e-25
1.9921875,733.1554008,733.2264863,748.352001,1,2.23141976e-26
2.0390625,768.3402631,768.4151043,784.2659958,1,1.8482816e-27
2.0859375,805.2136823,805.2924627,821.9096144,1,1.44910047e-28
2.1328125,843.8566937,843.9397669,861.351877,1,1.075405729e-29
2.1796875,884.354222,884.4417637,902.6922003,1,7.554221004e-31
2.2265625,926.7952672,926.8875999,946.0160566,1,5.022853578e-32
2.2734375,971.2731008,971.3707308,991.4259589,1,3.161220879e-33
2.3203125,1017.88547,1017.989099,1039.018945,1,1.883226933e-34
2.3671875,1066.734814,1066.845345,1088.89032,1,1.061925289e-35
2.4140625,1117.928486,1118.046564,1141.159388,1,5.667985906e-37
